player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Treshaun Hayward,58293,LB,W MICHIGAN,13,21,4.9,0,1,347,52.8,54.6,0.0,77.6,53.4,75.1,9.7,9,5,371,374,7.5,28,63
Corvin Moment,58294,LB,W MICHIGAN,1,0,,0,0,347,79.0,82.7,72.0,65.7,67.7,50.2,100.0,1,0,5,5,0.0,0,0
Tanner Motz,58296,LB,W MICHIGAN,1,0,,0,0,347,,62.6,68.6,60.0,62.8,,,0,0,5,5,0.0,0,0
Izayah Green-May,58302,ED,WISCONSIN,7,0,0.0,0,0,349,64.5,62.5,22.9,72.6,49.1,24.8,60.0,3,1,40,40,5.0,2,2
Davon Wells-Ross,58305,ED,WYOMING,11,0,3.8,0,0,351,61.6,66.5,81.6,68.3,58.7,61.5,25.0,2,0,52,53,7.7,4,6
Vinny Labus,58381,LB,N ILLINOIS,11,12,4.5,0,0,254,51.5,49.9,83.8,53.3,51.6,57.0,17.0,8,0,269,275,5.6,15,27
Tyler Shelvin,58438,DI,LSU,15,13,2.5,0,0,211,67.3,80.4,57.9,63.6,88.3,60.7,8.3,3,2,248,252,6.5,16,20
Mike Flowers,58440,DI,NAVY,6,3,0.4,0,1,237,60.0,70.3,79.9,61.3,73.4,39.9,20.0,2,0,71,71,5.6,4,5
Gjemar Daniels,58442,DI,TEXAS ST,8,1,3.7,0,0,314,60.0,66.7,83.2,54.0,70.8,77.5,0.0,0,0,96,98,4.2,4,7
Justis Borton,58443,DI,WYOMING,2,0,,0,0,351,,51.3,69.8,60.0,55.3,,,0,0,3,3,0.0,0,0
Peyton Nance,58517,DI,AUBURN,2,0,,0,0,115,,64.1,71.3,58.0,64.6,,,0,0,8,8,0.0,0,0
Netori Johnson,59702,DI,GEORGIA,4,1,1.0,0,0,173,,81.3,77.4,73.2,78.1,74.5,0.0,0,0,25,25,12.0,3,3
Kyron Taylor,59826,DI,MARSHALL,1,0,,0,0,214,,61.5,69.8,59.2,61.2,,,0,0,2,3,0.0,0,0
Jess Speight,59853,DI,MICHIGAN,7,0,1.3,0,0,222,,54.7,77.7,54.9,55.4,43.8,25.0,1,0,40,40,7.5,3,3
Amir Johnson,59912,DI,NEVADA,4,1,3.0,0,0,239,,50.6,75.4,59.3,50.3,73.7,0.0,0,0,21,21,4.8,1,2
Tate Haynes,60348,CB,BOSTON COL,13,0,17.6,0,0,121,43.6,45.2,85.9,78.7,44.8,32.6,40.0,6,0,185,188,1.6,3,9
Evan Fochtman,60473,S,NAVY,13,3,8.3,0,0,237,60.3,62.7,88.8,68.2,64.5,78.2,11.8,2,0,320,323,0.9,3,12
Austin Upshaw,60528,WR,SMU,1,0,12.0,0,0,287,,54.1,60.0,,60.0,,0.0,0,0,1,1,0.0,0,1
Connor Blumrick,60558,HB,TEXAS A&M,1,0,,0,0,312,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Jason Shelley,60581,QB,UTAH,1,1,,0,0,328,60.0,63.0,65.9,,60.7,75.1,0.0,0,0,1,1,0.0,0,0
Xavier Bell,60623,CB,ARIZONA,5,0,12.2,0,0,109,61.4,59.4,78.7,60.0,56.2,82.4,0.0,0,0,25,25,0.0,0,5
Scottie Young,60624,S,ARIZONA,12,9,7.5,0,0,109,64.6,60.2,59.5,60.0,52.9,48.5,19.6,9,4,386,396,2.1,8,28
Troy Young,60625,S,ARIZONA,2,0,11.3,0,0,109,64.9,68.3,78.1,,73.1,82.0,0.0,0,0,24,24,4.2,1,3
Demetrius Murray,60627,S,BALL ST,4,0,6.3,0,0,117,66.0,57.9,73.0,59.5,50.8,65.2,14.3,1,0,22,22,0.0,0,6
Bryce Cosby,60628,S,BALL ST,12,5,8.7,0,0,117,77.9,76.5,90.1,58.3,69.5,74.5,17.1,7,0,404,407,2.5,10,29
Brett Anderson II,60629,S,BALL ST,6,1,5.0,0,0,117,55.6,54.4,82.6,54.5,52.3,53.0,37.5,3,0,59,60,3.4,2,4
Kekaula Kaniho,60637,CB,BOISE ST,14,4,6.9,0,0,120,69.1,70.6,89.7,69.3,68.9,59.6,21.9,7,1,324,329,2.8,9,21
Tyreque Jones,60638,S,BOISE ST,10,2,10.6,0,0,120,61.2,58.8,86.9,70.3,45.9,56.8,15.4,2,1,145,150,0.7,1,9
Daniel Scott,60640,S,CAL,8,2,5.3,0,0,130,64.8,66.2,80.2,67.1,65.1,57.9,28.6,2,0,57,58,3.5,2,3
Lummie Young IV,60642,S,DUKE,8,1,4.3,0,0,154,53.2,60.4,81.0,79.9,65.7,56.5,25.0,3,0,57,58,7.0,4,8
Leonard Johnson,60643,CB,DUKE,12,2,7.2,0,0,154,68.7,64.6,87.0,63.1,45.4,60.9,23.5,8,4,378,381,1.6,6,24
Michael Carter II,60644,CB,DUKE,12,1,12.6,0,0,154,73.5,72.6,90.1,63.4,66.0,70.2,19.2,5,2,376,380,2.4,9,20
Damani Neal,60645,S,DUKE,9,0,8.0,0,0,154,62.3,56.5,0.0,60.0,61.0,51.2,40.0,2,1,39,39,0.0,0,3
Marquis Waters,60646,S,DUKE,12,11,9.5,0,0,154,75.9,73.1,88.7,71.7,66.2,47.6,24.6,15,1,395,400,4.1,16,35
Donovan Stiner,60647,S,FLORIDA,13,5,10.8,0,0,163,85.7,74.8,16.8,56.7,46.2,45.3,35.3,6,1,151,153,0.7,1,6
James Pierre,60649,CB,FAU,13,4,3.7,0,0,165,78.3,77.5,0.0,69.1,76.8,68.1,26.1,6,7,308,318,3.2,10,13
Quran Hafiz,60651,S,FAU,13,6,5.7,0,0,165,62.4,58.8,31.1,64.1,53.4,64.0,12.5,3,2,159,165,4.4,7,15
SaVion Harris,60652,S,UTSA,11,5,12.2,1,0,331,49.3,49.5,29.9,65.1,52.2,52.7,21.1,8,1,210,215,2.4,5,25
Ahman Ross,60654,S,FAU,13,13,7.9,0,1,165,66.6,63.6,0.0,52.6,65.5,42.0,27.9,12,2,226,232,4.4,10,18
Tra Cofield,60656,S,GA SOUTHRN,2,0,12.0,0,0,174,26.5,24.2,71.5,,45.1,31.6,50.0,1,0,4,5,0.0,0,1
Ryan White,60657,LB,GA SOUTHRN,1,0,,0,0,174,60.0,49.4,64.2,,60.0,,,0,0,1,1,0.0,0,0
Kenderick Duncan,60658,S,GA SOUTHRN,13,12,9.0,0,0,174,71.5,76.6,49.1,57.4,84.3,78.6,9.7,6,1,350,355,4.9,17,44
A.J. Musolino,60667,LB,KENT STATE,7,1,8.9,0,0,201,64.0,61.5,75.4,59.6,59.7,70.6,11.1,1,0,58,58,3.4,2,7
Jaiden Cole,60673,S,LA TECH,7,3,3.8,0,0,208,61.6,62.2,83.2,65.2,60.1,52.3,22.2,2,0,56,56,3.6,2,4
Traveion Webster,60676,LB,LA MONROE,11,4,5.4,0,0,209,48.8,43.6,14.0,55.6,44.0,48.6,14.3,3,1,96,98,6.3,6,14
Austin Hawley,60677,S,LA MONROE,12,9,5.6,1,0,209,68.6,60.8,0.0,69.9,53.7,44.3,26.5,13,4,312,319,4.5,14,27
Jack Fagot,60678,S,LOUISVILLE,10,4,7.8,0,0,210,69.8,67.6,0.0,52.5,68.3,71.2,16.7,2,1,79,80,3.8,3,6
Rodney Owens,60682,CB,MEMPHIS,1,0,,0,0,218,69.1,77.3,69.8,70.8,60.0,73.1,,0,0,2,2,0.0,0,0
C.J. Avery,60683,LB,LOUISVILLE,13,7,5.9,0,0,210,64.3,58.0,60.4,67.7,51.4,59.1,19.0,15,1,368,372,8.7,32,57
Todd Harris Jr.,60684,S,LSU,3,0,,1,0,211,38.2,39.0,79.9,60.0,56.6,81.2,,0,3,24,25,0.0,0,0
Grant Delpit,60685,S,LSU,14,9,8.2,0,0,211,68.0,66.3,32.2,70.9,60.0,44.5,27.7,13,3,338,344,4.1,14,25
Dominique Long,60688,S,MICH STATE,4,1,17.5,0,0,223,41.1,47.7,77.5,,70.1,61.2,0.0,0,0,16,16,6.3,1,2
Londyn Craft,60689,S,MISS STATE,1,0,,0,0,227,62.0,62.8,68.4,,60.0,,,0,0,2,2,0.0,0,0
Jordan Ulmer,60690,S,MISSOURI,4,0,12.0,0,0,229,71.1,71.4,78.0,,66.0,40.0,0.0,0,0,22,22,0.0,0,1
Joshuah Bledsoe,60691,CB,MISSOURI,12,8,7.9,0,0,229,59.8,62.5,58.9,65.3,67.3,48.8,16.1,5,1,351,356,2.6,9,18
Tyree Gillespie,60692,S,MISSOURI,12,10,7.4,0,1,229,75.7,80.0,45.1,76.6,82.8,71.5,15.9,7,1,296,300,3.4,10,27
Cameron Kinley,60699,CB,NAVY,13,7,9.1,2,0,237,60.6,59.4,86.3,61.4,52.0,59.3,21.7,5,3,293,296,1.7,5,11
Jake Springer,60700,LB,NAVY,13,12,3.6,1,0,237,73.9,72.4,71.4,73.2,64.2,57.6,18.8,9,3,318,321,6.0,19,27
Johnny Hernandez,60701,S,NEW MEXICO,10,4,8.1,0,0,241,39.7,41.4,86.1,72.0,44.0,32.0,20.5,8,0,248,253,3.6,9,27
Nico Bolden,60704,S,NEW MEXICO,5,3,5.1,0,0,241,48.1,59.1,81.9,57.8,72.2,55.4,9.1,1,0,75,77,5.3,4,7
Tyreke Davis,60707,LB,N TEXAS,12,10,1.9,0,0,251,81.8,73.4,87.1,71.3,61.3,57.7,16.9,10,0,323,326,10.2,33,39
Makyle Sanders,60708,S,N TEXAS,10,11,3.7,0,0,251,65.5,65.7,46.8,59.0,67.1,69.7,6.5,2,1,241,243,5.0,12,18
Jordan Genmark Heath,60719,LB,NOTRE DAME,9,1,2.0,0,0,258,44.8,49.2,77.1,55.1,54.9,44.7,28.6,2,0,57,57,5.3,3,4
Michael Ballentine,60720,S,OHIO,4,0,13.0,0,0,259,78.8,72.2,74.6,,51.0,40.8,50.0,1,0,10,10,0.0,0,1
Alvin Floyd,60721,S,OHIO,7,3,3.0,0,0,259,61.4,64.7,0.0,60.0,80.6,86.5,0.0,0,1,24,24,8.3,2,3
Kevin Dever Jr.,60723,CB,OHIO STATE,1,0,,0,0,260,,60.0,65.9,,60.0,,,0,0,1,1,0.0,0,0
Isaiah Pryor,60724,S,OHIO STATE,3,0,,0,0,260,66.6,66.7,76.3,,63.0,76.4,,0,0,18,18,0.0,0,0
Brendon White,60725,LB,OHIO STATE,11,3,5.3,0,0,260,78.3,74.8,78.1,71.2,64.2,80.2,9.1,1,0,78,79,5.1,4,7
Robert Barnes,60726,S,OKLAHOMA,2,1,9.0,0,0,261,43.5,51.3,76.6,,75.4,84.1,0.0,0,0,14,14,0.0,0,1
Ryan Jones,60728,LB,OKLAHOMA,6,0,2.9,0,0,261,63.2,50.9,0.0,57.8,44.5,69.0,8.3,1,1,60,60,16.7,10,11
Malcolm Rodriguez,60731,LB,OKLA STATE,13,16,4.3,0,1,262,67.2,72.1,83.4,59.4,76.7,60.1,13.8,12,0,349,351,10.0,35,59
Nick Pickett,60736,S,OREGON,14,3,10.9,0,0,264,77.2,74.4,40.2,60.0,67.7,70.7,19.4,6,2,217,220,3.2,7,22
Drew Hartlaub,60737,S,PENN STATE,3,0,,0,0,266,65.4,68.1,72.1,,60.0,75.1,,0,0,5,5,0.0,0,0
Justin Neff,60738,S,PENN STATE,2,0,6.0,0,0,266,63.6,65.3,72.1,,63.0,75.3,0.0,0,0,6,6,0.0,0,1
Jonathan Sutherland,60739,S,PENN STATE,10,3,7.4,0,0,266,63.5,67.3,80.1,60.0,73.6,76.4,11.1,1,0,69,71,0.0,0,5
Darren Hall,60742,CB,S DIEGO ST,12,1,5.0,0,0,284,74.4,74.8,85.5,68.8,67.1,75.3,16.7,2,1,251,253,2.4,6,9
Tariq Thompson,60743,CB,S DIEGO ST,13,2,6.7,0,1,284,80.2,81.5,90.8,94.0,71.5,36.1,22.2,4,0,291,293,1.0,3,12
Delano Robinson,60745,LB,SMU,11,15,3.6,0,0,287,47.3,47.3,0.0,64.5,50.9,67.9,11.6,8,5,319,323,10.3,33,46
A.J. DeShazor Jr.,60748,LB,S ALABAMA,12,10,4.7,0,0,288,78.2,78.1,89.8,50.7,80.1,79.7,9.4,5,0,301,304,6.3,19,38
Sterrling Fisher,60749,LB,S ALABAMA,9,2,10.4,0,0,288,63.3,65.4,83.9,58.5,67.9,62.6,21.4,3,0,91,92,4.4,4,9
La'Kendrick Van Zandt,60760,LB,TCU,4,2,4.0,0,0,305,60.0,66.0,77.4,67.1,71.7,54.6,11.1,1,0,48,49,8.3,4,6
Garret Wallow,60761,LB,TCU,12,23,2.9,0,0,305,81.9,68.4,85.5,70.8,52.3,70.0,14.3,14,2,344,346,13.7,47,61
Kyle Nixon,60764,S,TROY,7,1,7.0,0,0,318,66.4,60.3,81.5,72.6,42.9,26.4,57.1,4,0,79,81,1.3,1,2
Tirise Barge,60767,LB,TULANE,10,2,-2.6,0,0,319,54.7,69.9,78.9,62.6,81.0,58.0,15.4,2,1,60,62,13.3,8,9
Quentin Brown,60769,LB,TULANE,2,2,3.0,0,0,319,54.5,59.2,72.9,59.2,65.1,79.0,0.0,0,0,13,14,7.7,1,2
Chase Kuerschen,60770,S,TULANE,12,10,5.7,0,1,319,57.1,60.1,52.6,59.6,65.1,54.2,20.7,12,1,341,353,4.7,16,36
Will Boler,60771,S,UAB,14,13,8.6,0,0,321,80.5,80.5,6.1,78.4,80.2,72.9,10.8,4,4,386,394,2.6,10,20
Kobe Griffin,60777,LB,UAB,8,1,3.9,0,0,321,54.5,61.9,81.1,59.5,74.2,49.9,0.0,0,0,49,49,12.2,6,8
Bubba Bolden,60779,S,MIAMI FL,5,2,5.4,0,0,220,72.5,70.4,80.7,60.8,62.1,65.1,22.2,2,1,44,48,6.8,3,5
Richard Hagestad,60780,S,USC,1,0,,0,0,326,63.1,63.0,71.2,,60.0,,,0,0,1,1,0.0,0,0
Isaiah Pola-Mao,60781,S,USC,13,6,9.9,0,0,326,72.7,63.7,56.0,74.0,44.9,85.0,12.2,5,1,346,356,2.6,9,30
Derrek Pitts Jr.,60785,S,MARSHALL,2,1,6.8,0,0,214,67.3,62.0,0.0,59.5,61.3,69.0,16.7,1,1,21,22,4.8,1,4
Exree Loe,60790,LB,W VIRGINIA,11,5,3.3,0,0,343,67.7,67.4,0.7,56.2,73.2,68.9,12.0,3,2,126,130,9.5,12,17
Scott Nelson,60791,S,WISCONSIN,1,0,3.5,0,0,349,33.0,47.5,75.1,,77.0,80.4,0.0,0,0,8,8,25.0,2,4
Tyler Mais,60792,S,WISCONSIN,5,0,0.0,0,0,349,66.2,67.2,74.6,58.8,67.1,73.1,0.0,0,0,19,19,5.3,1,1
Esaias Gandy,60793,LB,WYOMING,11,2,2.8,0,1,351,74.2,79.4,81.1,58.3,82.1,82.7,6.7,1,0,92,93,9.8,9,12
Taylor Dodd,60794,CB,WYOMING,1,0,,0,0,351,,60.0,63.5,,60.0,,,0,0,1,1,0.0,0,0
Dylan Meeks,60832,ED,AKRON,11,13,3.5,1,1,102,58.4,65.8,62.2,56.1,70.8,74.1,5.3,2,1,272,280,4.4,12,23
Rob Saulin,60857,TE,BAYLOR,3,0,,0,0,118,,30.0,74.4,58.3,29.2,25.6,100.0,1,2,8,9,0.0,0,0
Ben Moos,60867,ED,CAL,1,0,,0,0,130,63.6,57.5,76.0,57.4,53.3,73.1,,0,0,9,9,0.0,0,0
Andre Landry,60938,DI,LA LAFAYET,5,1,3.0,0,0,207,,55.4,77.4,64.0,50.3,69.9,0.0,0,0,25,25,4.0,1,1
Jack Camper,60962,ED,MICH STATE,6,0,2.0,0,0,223,60.0,50.1,77.3,60.9,46.0,29.9,50.0,1,0,23,24,0.0,0,1
Austin Allen,60970,TE,NEBRASKA,1,0,2.0,0,0,238,,75.8,60.0,,63.8,73.9,0.0,0,1,2,2,50.0,1,1
Reagan Roberson,60972,TE,NEVADA,1,0,,0,0,239,,60.3,60.0,,60.0,,,0,3,1,1,0.0,0,0
Keion White,60998,ED,DOMINION,12,9,0.7,1,0,263,71.3,84.8,0.0,83.7,87.8,64.3,13.0,7,10,319,323,9.4,30,38
DeVonta Smith,61100,WR,ALABAMA,1,0,,1,0,103,,60.1,73.9,,60.0,,,0,4,1,1,0.0,0,0
Chris Herring,61101,WR,FAU,1,0,-16.0,0,0,165,,64.3,60.0,60.0,60.0,73.9,0.0,0,0,1,1,100.0,1,1
Tyrell Shavers,61107,WR,ALABAMA,1,0,,0,0,103,,51.0,60.0,,54.8,26.4,100.0,1,0,1,1,0.0,0,0
Drew Dixon,61131,WR,ARIZONA,1,0,,1,0,109,,60.0,60.0,,60.0,,,0,3,1,1,0.0,0,0
Thomas Reid III,61132,WR,ARIZONA,1,0,,0,0,109,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
B.J. Casteel,61133,WR,ARIZONA,1,0,,0,0,109,,60.0,60.0,,60.0,,,0,2,1,1,0.0,0,0
Noah Igbinoghene,61155,CB,AUBURN,13,3,7.9,1,0,115,69.0,71.3,86.4,56.0,79.1,74.8,11.1,2,5,339,349,1.2,4,13
Calvin Camp,61202,HB,CHARLOTTE,1,0,,0,0,136,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Damond Philyaw-Johnson,61222,WR,DUKE,1,0,,0,0,154,,60.2,73.9,,60.0,,,0,0,1,1,0.0,0,0
Willie Wright,61250,WR,FAU,1,0,,0,0,165,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
D'Anfernee McGriff,61254,WR,FLORIDA ST,2,0,0.0,0,0,167,,60.4,60.1,,60.0,,0.0,0,0,2,2,50.0,1,1
D.J. Matthews Jr.,61255,WR,FLORIDA ST,2,0,,0,0,167,,60.1,60.0,,60.0,,,0,5,2,2,0.0,0,0
Mark Webb Jr.,61274,CB,GEORGIA,12,2,3.4,2,0,173,69.9,71.2,89.4,57.6,77.4,90.4,0.0,0,3,154,156,2.6,4,7
Perry Carter,61384,WR,LA MONROE,2,0,,0,0,209,,60.4,60.0,,60.0,,,0,0,2,2,0.0,0,0
Racey McMath,61401,WR,LSU,1,0,,1,0,211,,60.1,60.0,,60.0,,,0,1,1,1,0.0,0,0
JaCoby Stevens,61402,S,LSU,15,10,5.5,0,0,211,55.0,62.9,26.3,71.8,71.8,81.3,10.5,6,8,379,385,5.5,21,41
Stone Scarcelle,61412,WR,MARSHALL,1,0,,0,0,214,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Carlos Carriere,61413,WR,MARYLAND,2,0,,0,0,215,,60.4,62.3,,60.0,,,0,2,3,3,0.0,0,0
Tahj Capehart,61416,CB,MARYLAND,6,1,,0,0,215,70.4,64.3,79.7,58.3,54.5,47.3,50.0,1,0,35,35,0.0,0,0
Jayden Comma,61417,TE,MARYLAND,1,0,,0,0,215,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Mike Harley Jr.,61423,WR,MIAMI FL,1,0,,0,0,220,,60.0,60.0,,60.0,,,0,2,1,1,0.0,0,0
Jeff Thomas,61425,WR,MIAMI FL,1,0,,1,0,220,,60.0,60.0,,60.0,,,0,2,1,1,0.0,0,0
Jalen Walker,61429,WR,MIAMI OH,1,0,,0,0,221,,60.3,60.0,,60.0,,,0,0,1,1,0.0,0,0
Tyrese Johnson,61449,WR,MIDDLE TN,1,0,,0,0,224,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Tyson Williams,61499,S,NEVADA,13,19,4.0,0,0,239,57.7,58.0,61.8,59.1,58.5,45.1,22.9,19,1,356,358,7.6,27,45
Daiyan Henley,61500,S,NEVADA,2,0,8.8,0,0,239,62.8,65.0,92.0,57.7,65.9,80.5,0.0,0,0,11,11,0.0,0,4
Markel Davis,61556,CB,OHIO,2,0,,0,0,259,61.0,62.4,68.5,,60.0,,,0,0,4,4,0.0,0,0
CeeDee Lamb,61570,WR,OKLAHOMA,1,0,,1,0,261,60.0,62.9,60.0,,60.0,,,0,6,1,1,0.0,0,0
Daewood Davis,61584,WR,OREGON,2,0,,0,0,264,,59.9,73.0,,60.0,,,0,0,2,2,0.0,0,0
Cade Sutherland,61636,WR,S ALABAMA,2,0,,0,0,288,,63.2,60.0,,60.0,,,0,0,2,2,0.0,0,0
Davyn Flenord,61638,WR,S ALABAMA,2,0,,0,0,288,,60.0,60.0,,60.0,,,0,0,2,2,0.0,0,0
Jalen Wayne,61640,WR,S ALABAMA,1,0,,1,0,288,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Jalen Reagor,61697,WR,TCU,2,0,,1,0,305,,60.4,60.0,,60.0,,,0,2,2,2,0.0,0,0
Dalton Rigdon,61729,WR,TEXAS TECH,1,0,,0,0,315,,60.1,60.0,,60.0,,,0,1,1,1,0.0,0,0
Luke Whittemore,61736,WR,TROY,1,0,,0,0,318,,60.1,60.0,,60.0,,,0,1,1,1,0.0,0,0
Jaetavian Toles,61738,WR,TULANE,1,0,,1,0,319,,60.0,60.0,,60.0,,,0,5,0,1,,0,0
Alec Marsch,61748,FB,UAB,2,0,,0,0,321,,60.0,60.0,,60.0,,,0,0,2,2,0.0,0,0
A.J. Brooks,61751,CB,UAB,12,2,,0,0,321,63.7,62.3,8.8,60.0,60.0,49.5,50.0,2,2,64,66,0.0,0,0
Kevin Davis,61753,WR,UAB,2,0,,0,0,321,,60.1,73.0,,60.0,,,0,0,2,2,0.0,0,0
Ethan Fernea,61765,WR,UCLA,1,0,,0,0,324,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Drew Tejchman,61767,S,UNLV,3,1,14.6,0,0,325,68.6,69.3,0.0,60.0,75.5,90.0,0.0,0,1,76,76,1.3,1,8
Bronson Boyd,61776,CB,UTAH,3,0,,0,0,328,47.5,47.5,74.5,58.7,60.1,27.9,,0,0,5,6,0.0,0,0
Dadrian Taylor,61789,CB,UTSA,4,0,7.0,0,0,331,77.6,76.1,82.0,70.9,62.5,61.6,25.0,1,0,33,33,6.1,2,3
Tariq Woolen,61790,WR,UTSA,1,1,,0,0,331,46.2,42.4,0.0,,54.3,34.7,50.0,1,3,17,18,0.0,0,0
Tyler Mahnke,61791,LB,UTSA,3,0,7.3,0,0,331,54.2,60.8,76.7,54.4,70.5,42.2,0.0,0,0,22,22,9.1,2,3
Hezekiah Grimsley,61800,WR,VA TECH,1,0,,0,0,337,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Caleb Farley,61803,CB,VA TECH,11,0,11.6,0,0,337,90.5,86.9,85.8,64.1,49.9,43.7,36.4,4,5,246,251,1.2,3,7
Alex Cook,61805,S,WASHINGTON,2,0,,0,0,340,66.1,66.1,73.6,,60.8,76.9,,0,0,9,9,0.0,0,0
Jacquez Sloan,61821,WR,W KENTUCKY,1,0,,0,0,346,,60.0,60.0,,60.0,,,0,2,1,1,0.0,0,0
Harrison Taylor,61830,S,W MICHIGAN,4,0,17.0,0,0,347,67.3,63.5,77.2,,53.6,81.4,0.0,0,0,21,21,0.0,0,1
Deron Harrell,61833,CB,WISCONSIN,8,1,6.0,0,0,349,60.8,60.3,81.2,59.6,55.6,71.7,25.0,1,0,52,53,0.0,0,2
Danny Davis III,61836,WR,WISCONSIN,1,0,,1,0,349,,60.0,60.0,,60.0,,,0,3,1,1,0.0,0,0
Lonnie Phelps,62497,ED,MIAMI OH,14,3,2.4,0,0,221,60.1,71.3,26.4,74.3,64.8,48.2,16.7,2,2,68,69,8.8,6,7
Collin Hartmann,62538,DI,KENTUCKY,1,0,,0,0,202,,62.9,74.4,67.5,55.3,,,0,0,5,5,0.0,0,0
Chris Oats,62603,LB,KENTUCKY,12,7,3.9,0,1,202,65.2,64.8,15.9,50.3,67.3,51.6,15.4,6,1,144,149,11.8,17,26
Arak McDuffie,62668,DI,MARSHALL,2,0,,0,0,214,,67.2,73.6,67.8,61.8,,,0,0,9,9,0.0,0,0
Lamont Atkins,62768,HB,VIRGINIA,1,0,,0,0,335,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Joey Blount,62771,S,VIRGINIA,14,15,7.2,1,0,335,69.0,67.8,28.6,72.9,63.0,52.9,17.9,12,2,371,375,4.0,15,40
Zane Zandier,62773,LB,VIRGINIA,14,21,3.2,1,0,335,60.5,53.8,35.6,67.3,47.7,45.0,20.0,18,3,373,376,9.7,36,51
Charles Snowden,62775,ED,VIRGINIA,14,7,5.6,0,0,335,64.8,72.4,79.4,75.6,69.9,89.5,8.2,4,2,340,344,6.2,21,38
Elliott Brown,62777,ED,VIRGINIA,4,3,1.7,0,0,335,66.3,71.0,81.7,65.4,68.7,81.9,0.0,0,0,22,22,9.1,2,3
Matt Gahm,62779,ED,VIRGINIA,14,6,2.9,0,0,335,65.1,68.7,67.9,64.8,70.6,70.1,10.0,3,1,187,189,9.1,17,21
Mandy Alonso,62784,DI,VIRGINIA,14,5,0.6,0,0,335,63.5,71.4,51.5,69.8,69.2,64.2,26.9,7,2,245,248,4.5,11,14
Kaleb Oliver,62915,S,GA TECH,11,6,6.0,0,1,176,71.5,71.3,51.3,60.9,71.3,72.4,6.3,2,1,256,261,3.1,8,24
Cheyenne Labruzza,62917,S,TENNESSEE,3,0,4.5,0,0,307,59.1,63.5,76.7,59.5,71.8,76.3,0.0,0,0,12,12,8.3,1,2
Shawn Shamburger,62918,CB,TENNESSEE,13,3,4.9,0,0,307,73.1,74.3,58.6,72.8,72.4,62.5,18.8,6,1,287,294,4.2,12,23
Theo Jackson,62919,S,TENNESSEE,11,9,11.5,0,0,307,69.3,69.8,85.2,66.3,68.0,80.9,6.7,2,0,192,195,1.6,3,19
Tre Swilling,62922,CB,GA TECH,12,1,4.3,3,0,176,53.4,57.2,52.4,76.7,70.2,50.5,7.1,1,9,381,390,1.8,7,12
Devin Smith,62923,CB,GA TECH,1,0,,0,0,176,,60.0,67.8,,60.0,,,0,0,3,3,0.0,0,0
Jaytlin Askew,62924,CB,GA TECH,8,1,6.0,0,0,176,64.2,65.9,77.2,,67.7,76.2,0.0,0,0,49,52,0.0,0,1
Deandre Johnson,62927,ED,TENNESSEE,11,1,2.0,0,0,307,49.7,68.2,46.1,70.7,67.1,53.1,22.2,2,1,92,92,5.4,5,6
Ryan Thaxton,62929,ED,USF,3,2,,0,0,327,52.6,59.8,74.4,59.2,67.2,45.6,0.0,0,0,9,9,0.0,0,0
Matthew Butler,62931,DI,TENNESSEE,13,9,3.0,2,0,307,56.2,61.7,25.1,63.7,64.1,71.0,5.6,2,3,205,206,7.3,15,25
Kivon Bennett,62934,ED,TENNESSEE,12,8,1.9,1,0,307,54.2,69.1,29.7,75.6,63.6,54.6,10.5,2,2,107,108,5.6,6,9
Djimon Brooks,62936,DI,GA TECH,12,8,2.1,0,0,176,,66.8,84.6,60.9,66.9,61.4,10.7,3,0,258,263,3.9,10,17
Antwan Owens,62938,ED,GA TECH,8,5,3.4,0,0,176,92.5,69.8,39.2,64.9,67.1,63.3,10.5,2,2,214,223,3.7,8,12
Kelton Dawson,62939,ED,GA TECH,10,6,2.7,0,0,176,65.5,63.4,87.3,56.9,64.4,57.8,15.4,4,0,242,245,4.1,10,16
Shanon Reid,62950,LB,TENNESSEE,3,2,3.9,0,0,307,66.4,65.6,78.3,55.5,63.3,84.7,0.0,0,0,40,40,10.0,4,7
Will Ignont,62951,LB,TENNESSEE,3,6,3.3,1,0,307,51.6,51.7,0.0,72.2,58.4,52.8,14.3,2,2,64,64,7.8,5,6
Solon Page III,62952,LB,TENNESSEE,3,1,5.0,0,0,307,52.8,53.6,76.7,55.5,62.6,82.9,0.0,0,0,10,10,10.0,1,2
