player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Davon Ferguson,77852,S,KANSAS,12,14,0,70.0,0,1,198,0,0,50.4,57.9,86.8,79.3,66.8,64.1,0,0,0,0,48,16.7,12,1,0,143.5,14,1,0,151,0,244,543,3,0,0,3,0,270,540,1,298,119,16,46,2,20,1,4,209,76,14.9
Jeremiah McCullough,77853,S,KANSAS,7,5,0,70.0,0,0,198,0,0,75.4,72.0,84.9,,62.1,45.9,0,0,0,1,18,25.0,8,4,0,86.3,7,0,0,41,0,153,307,1,0,0,1,0,210,306,0,154,55,6,19,0,10,0,2,62,28,8.9
Isaac Gill,77856,CB,OHIO,2,0,0,0.0,0,0,259,0,0,67.4,71.2,69.7,,60.0,,0,0,0,1,,,0,0,0,0.0,0,0,0,1,0,2,5,0,0,0,0,0,0,5,0,3,4,0,0,0,1,0,0,0,0,
Saeed Holt,77857,S,TOLEDO,12,8,0,92.3,0,1,316,1,0,57.3,63.7,87.6,68.5,70.2,48.9,2,8,0,0,75,17.9,12,1,1,157.2,24,3,0,196,4,287,617,73,0,0,73,0,1,544,41,289,342,27,47,7,26,13,3,350,166,14.6
Caleb Sutherland,77858,S,TOLEDO,3,0,0,,0,0,316,0,0,62.3,59.4,71.0,,57.2,28.7,0,0,0,0,,66.7,2,0,0,0.0,0,0,0,10,0,4,17,0,0,0,0,0,5,17,0,13,2,1,1,1,0,0,0,0,0,
Joshua Earl,77859,S,N ILLINOIS,4,1,0,,0,0,254,0,0,66.6,64.0,74.5,,57.6,78.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,11,4,19,45,0,0,0,0,0,14,45,0,26,16,1,2,0,0,0,0,0,0,
Malcolm Lee,77861,S,BALL ST,1,0,0,,0,0,117,0,0,60.0,60.0,63.7,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
Cory Gross Jr.,77862,S,BUFFALO,12,7,0,50.0,0,0,126,0,0,53.5,57.6,84.5,,64.9,73.0,0,0,0,0,33,10.5,4,1,1,99.2,8,0,0,98,1,123,270,0,0,0,0,0,78,270,0,147,93,9,27,0,16,0,1,133,68,16.6
Jamison Collier,77863,S,OHIO,2,0,0,,0,0,259,0,0,61.2,64.1,70.3,,62.0,75.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,2,5,0,0,0,0,0,1,5,0,3,2,0,1,0,0,0,0,0,0,
Alex Wolff,77864,S,OHIO,2,0,0,,0,0,259,0,0,60.8,63.7,68.2,,61.5,75.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,3,0,2,5,0,0,0,0,0,1,5,0,3,1,0,1,0,0,0,0,0,0,
Jalen Hooks,77865,CB,AKRON,11,3,0,69.2,0,0,102,0,0,58.9,62.7,84.1,64.8,70.8,69.0,1,1,0,0,40,11.9,5,1,3,101.8,27,0,0,69,482,199,559,7,0,0,7,0,0,552,6,354,1,14,34,0,39,2,2,233,45,8.6
Camren McDonald,77871,TE,FLORIDA ST,2,0,0,,0,0,167,0,0,,60.1,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Joey Luchetti,77877,ED,BOSTON COL,7,2,0,100.0,0,0,121,0,0,62.7,64.9,82.5,59.8,63.7,66.9,0,1,0,0,8,11.1,1,0,0,79.2,2,1,0,0,0,0,198,198,0,7,142,49,0,0,97,101,0,6,6,3,2,2,0,2,2,1.0
Christopher DeLoach,77898,ED,UCF,12,5,0,,1,0,323,0,0,60.8,62.4,46.6,61.9,62.5,32.2,1,3,0,0,,25.0,3,0,1,0.0,0,0,0,0,0,4,208,208,0,10,170,28,0,0,95,109,0,3,4,2,0,4,0,0,0,
Brayden Willis,77917,TE,OKLAHOMA,1,0,0,,0,0,261,0,0,60.0,62.8,60.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Bralen Taylor,77919,ED,BAYLOR,4,1,0,,0,0,118,0,0,,55.6,77.5,57.1,55.1,71.1,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,52,52,0,10,33,9,0,0,30,22,0,0,0,0,0,1,0,0,0,
Jordan Young,77956,WR,FLORIDA ST,1,0,0,,0,0,167,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
A.T. Perry,77975,WR,WAKE,1,0,0,,0,0,339,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Ugo Obasi,78005,WR,VIRGINIA,1,0,0,,0,0,335,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Darryle Simmons,78009,WR,VA TECH,1,0,0,,0,0,337,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Mark Pope,78014,WR,MIAMI FL,1,0,0,,0,0,220,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Derion Kendrick,78022,CB,CLEMSON,15,2,0,54.4,0,0,140,0,0,66.6,66.2,49.3,54.1,65.1,86.0,0,0,1,2,43,6.7,3,3,6,73.6,31,0,0,30,626,382,688,9,0,0,9,0,0,679,5,301,22,9,40,3,57,0,3,318,107,10.3
Zion Roland,78078,CB,USF,3,1,0,,0,0,327,0,0,65.7,70.8,77.7,,72.7,79.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,5,6,15,0,0,0,0,0,0,15,0,9,9,0,2,0,0,0,0,0,0,
Jaquayln Crawford,78082,CB,OKLAHOMA,1,0,0,,0,0,261,0,0,63.5,64.3,71.5,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,10,5,10,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,
Drake Stoops,78087,WR,OKLAHOMA,1,0,0,,0,0,261,0,0,62.9,64.6,60.0,,,70.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
Kalon Barnes,78089,CB,BAYLOR,14,4,0,52.2,0,1,118,0,0,75.6,76.3,83.8,63.7,73.0,67.8,1,1,0,1,83,11.5,3,4,3,93.8,12,0,0,29,358,210,396,7,0,0,7,0,0,389,7,179,1,4,19,0,23,2,2,206,83,17.2
Will Baxter,78090,CB,BAYLOR,1,0,0,100.0,0,0,118,0,0,51.2,53.0,70.5,,60.7,74.3,0,0,0,0,18,0.0,0,0,0,118.8,1,0,0,0,0,3,5,0,0,0,0,0,1,5,0,2,4,0,1,0,1,0,0,18,5,18.0
Tyquan Thornton,78092,WR,BAYLOR,1,0,0,,1,0,118,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
John Stephens Jr.,78108,WR,TCU,1,0,0,,0,0,305,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Tayvonn Kyle,78131,CB,IOWA STATE,8,3,0,68.8,0,0,193,0,0,64.0,62.3,83.4,70.4,48.1,61.9,0,0,0,0,32,15.2,5,2,1,93.9,22,1,0,15,345,192,364,4,0,0,4,0,0,360,3,169,0,11,25,4,32,1,1,185,66,8.4
Tory Spears,78134,CB,IOWA STATE,1,0,0,,0,0,193,0,0,65.6,57.7,71.3,,48.2,27.6,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,6,0,6,13,0,0,0,0,0,0,13,0,7,7,0,1,0,0,0,0,0,0,
Phillip Brooks,78138,WR,KANSAS ST,1,0,0,,0,0,199,0,0,62.8,64.5,60.0,,60.0,70.3,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,
Caden Leggett,78151,WR,TEXAS TECH,1,0,0,,0,0,315,0,0,,60.1,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Jerome Buckner,78200,WR,OHIO,1,0,0,,0,0,259,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Gavin Blunt,78209,WR,AKRON,2,0,0,,0,0,102,1,0,,61.8,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,
Boogie Knight,78211,WR,AKRON,2,0,0,,0,0,102,0,0,,59.8,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,
Zyon McGee,78422,S,GA SOUTHRN,7,2,0,100.0,0,0,174,0,0,62.6,61.6,80.9,57.4,61.0,63.5,0,2,0,0,9,20.0,1,0,0,88.9,3,0,0,9,0,25,59,14,0,0,14,0,0,45,12,22,36,0,2,0,3,2,0,16,23,5.3
Gregory Grate Jr,78672,CB,MIDDLE TN,12,6,0,73.5,0,1,224,0,0,55.4,57.9,84.2,50.7,68.2,36.4,2,0,0,0,30,24.1,13,1,1,126.3,36,0,0,40,425,254,507,2,0,0,2,0,0,505,6,247,37,12,35,2,49,2,4,421,101,11.7
Decorian Patterson,78673,CB,MIDDLE TN,12,6,2,70.7,0,0,224,0,0,66.0,64.6,88.1,55.1,61.4,64.0,1,1,0,0,96,16.3,7,3,0,125.3,29,0,0,41,9,213,397,45,0,0,45,0,17,352,30,154,284,17,30,2,41,2,3,392,263,13.5
Brandon Floyd,78675,S,LA TECH,3,0,0,50.0,0,0,208,0,0,45.5,53.0,72.0,58.3,69.7,75.1,0,0,0,0,20,0.0,0,0,0,85.4,1,0,0,14,0,14,31,1,0,0,1,0,0,30,2,15,16,1,1,0,2,0,0,20,6,20.0
Kendricks Gladney Jr.,78700,S,MIDDLE TN,4,2,0,0.0,0,0,224,0,0,65.7,69.5,85.8,60.0,75.2,68.8,0,0,0,0,,11.1,1,0,0,39.6,0,0,0,21,0,36,89,3,0,0,3,0,48,86,1,52,16,1,6,1,1,0,0,0,0,
Praise Okorie,78783,WR,LA TECH,1,0,0,,0,0,208,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Joshua Matthews,78823,WR,LA TECH,1,0,0,,0,0,208,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
NaJee Thompson,78869,WR,GA SOUTHRN,1,0,0,,0,0,174,0,0,,60.0,66.0,60.0,,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Smoke Harris,78918,WR,LA TECH,1,0,0,,0,0,208,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Tahj Magee,78919,WR,LA TECH,1,0,0,,0,0,208,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Wayne Toussant,78962,WR,LA TECH,1,0,0,,0,0,208,0,0,,60.0,73.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Brodrick Calhoun,78987,CB,LA TECH,3,0,0,100.0,0,0,208,0,0,72.5,75.2,73.4,,72.7,79.6,0,0,0,0,4,0.0,0,0,0,83.3,2,0,0,0,26,14,27,0,0,0,0,0,0,27,0,13,0,3,4,0,2,0,0,8,2,4.0
Brandon Cross,79001,CB,GA SOUTHRN,2,0,0,,0,0,174,0,0,,60.6,68.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,5,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,
Justin Birdsong,79002,CB,GA SOUTHRN,8,1,0,100.0,0,0,174,0,0,65.3,66.0,76.9,,65.1,66.1,0,0,0,0,5,16.7,1,0,0,79.2,2,0,0,4,65,34,70,0,0,0,0,0,0,70,0,36,0,1,4,1,2,0,0,4,0,2.0
Teldrick Ross,79003,CB,MIDDLE TN,2,0,0,75.0,1,0,224,0,0,53.9,49.7,0.0,,60.1,46.5,0,0,0,0,38,33.3,1,0,1,116.7,3,0,0,1,30,11,33,0,0,0,0,0,0,33,0,22,2,0,2,0,4,0,0,75,27,25.0
Deonta Bembry,79011,CB,GA SOUTHRN,5,0,0,,0,0,174,0,0,64.0,65.2,73.0,,62.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,19,6,20,0,0,0,0,0,0,20,0,14,0,0,0,0,0,0,0,0,0,
Jaden Moreland,79029,LB,GA SOUTHRN,2,0,0,,0,0,174,0,0,60.0,61.6,64.4,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,1,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,
Steven Shaw,79205,ED,LA TECH,6,1,0,,0,0,208,0,0,,68.8,77.8,59.3,72.9,73.6,0,2,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,0,73,73,0,10,28,35,0,0,40,33,0,1,1,0,0,2,0,0,0,
Parker Devine,79211,DI,GA SOUTHRN,10,4,0,,0,0,174,0,0,64.8,67.6,80.2,61.6,66.9,76.6,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,3,75,75,60,15,0,0,0,0,41,31,0,4,4,0,0,2,0,0,0,
Elijah Campbell Jr.,79216,ED,GA SOUTHRN,12,3,0,,0,0,174,0,0,57.2,51.0,77.9,50.9,56.1,38.2,0,0,0,0,,30.0,3,0,0,0.0,0,0,0,0,0,2,105,105,0,12,9,84,0,0,51,52,0,1,4,0,0,0,0,0,0,
Jorden Starling,79217,ED,MIDDLE TN,12,3,0,,0,0,224,0,0,62.7,60.2,32.0,47.4,73.0,55.5,0,3,0,0,,15.4,4,0,2,0.0,0,0,0,1,0,1,313,312,0,36,230,46,0,1,165,147,0,13,19,2,0,3,0,0,0,
Dillon Springer,79218,ED,GA SOUTHRN,13,5,0,,0,0,174,0,0,63.5,63.4,82.5,61.8,60.4,60.3,2,7,0,0,,15.0,3,0,0,0.0,0,4,0,0,0,5,347,347,0,62,37,248,0,0,205,137,0,13,12,0,0,13,0,0,0,
Quin Williams,79223,ED,GA SOUTHRN,13,3,0,100.0,0,0,174,0,0,68.1,62.9,86.9,65.9,51.3,56.4,0,5,0,0,7,16.7,2,0,0,91.7,2,3,0,14,1,40,215,171,0,11,159,1,0,44,79,96,29,5,7,0,2,8,0,12,1,6.0
Jordan Branch,79367,DI,MIDDLE TN,12,2,0,,0,0,224,1,0,55.3,49.0,82.3,55.3,46.8,34.6,0,1,0,0,,20.0,2,0,0,0.0,0,1,0,0,0,2,217,217,74,134,2,7,0,0,99,116,0,5,6,0,0,2,0,0,0,
D.J. Jackson,79375,DI,LA TECH,13,1,1,,0,0,208,0,0,,67.2,83.2,60.3,69.1,76.6,0,3,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,200,199,111,88,0,0,0,1,112,88,0,4,6,0,0,3,0,0,0,
Isaiah Windmon,79494,LB,LA TECH,1,0,0,,0,0,208,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Jarek Campbell,79505,ED,MIDDLE TN,5,0,0,,0,0,224,0,0,59.2,62.4,76.5,61.3,63.5,77.1,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,9,0,9,25,16,0,1,15,0,0,9,8,8,0,3,2,1,0,1,0,0,0,
Connor Taylor,79520,LB,LA TECH,13,12,0,69.2,0,2,208,1,0,83.8,74.5,50.5,63.5,65.4,64.6,3,7,0,1,24,15.2,12,2,1,49.5,9,4,0,515,3,270,574,18,0,0,18,0,3,556,43,261,34,37,55,4,13,14,0,68,54,7.6
Avery Jones,79553,ED,MIDDLE TN,8,1,0,,0,0,224,0,0,60.7,59.4,83.0,51.1,65.6,61.5,3,3,0,0,,14.3,1,0,0,0.0,0,0,0,0,0,0,200,200,0,34,132,34,0,0,109,91,0,4,5,1,0,6,0,0,0,
C.J. Wright,79640,DI,GA SOUTHRN,10,6,0,,0,0,174,0,0,55.3,84.5,85.9,64.7,90.6,74.1,2,3,0,0,,3.0,1,0,0,0.0,0,0,0,1,0,1,280,277,224,49,0,4,0,3,135,144,0,20,26,5,0,5,0,0,0,
Matthew McQuinn,81159,CB,APP STATE,1,0,0,,0,0,108,0,0,60.0,60.4,63.8,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
Zareon Hayes,81161,ED,APP STATE,2,0,0,,0,0,108,0,0,60.0,56.1,72.5,56.3,65.4,23.9,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,12,12,0,1,6,5,0,0,5,7,0,0,0,0,0,0,0,0,0,
Nick Hampton,81162,ED,APP STATE,14,3,0,66.7,0,2,108,0,0,64.1,77.3,26.9,78.3,72.2,79.3,6,19,0,0,14,13.3,2,0,2,71.5,2,6,0,8,0,14,287,278,0,4,271,3,0,9,219,54,1,11,10,1,3,31,0,10,4,5.0
Jordan Mitchell,81163,LB,APP STATE,3,1,0,,0,0,108,0,0,76.0,82.3,72.2,,71.0,73.1,0,0,0,0,,0.0,0,1,0,0.0,0,0,0,17,0,10,18,0,0,0,0,0,0,18,0,8,1,0,0,0,0,0,0,0,0,
Logan Doublin,81165,LB,APP STATE,6,2,0,100.0,0,0,108,0,0,63.4,78.0,74.1,56.3,85.6,83.1,0,0,0,0,15,0.0,0,0,0,95.8,2,0,0,41,0,18,45,0,0,0,0,0,0,45,3,24,4,4,6,1,2,0,0,14,16,7.0
Trey Cobb,81166,LB,APP STATE,14,7,0,75.0,0,1,108,1,1,41.7,56.0,46.8,62.0,69.4,64.5,3,2,0,0,34,17.5,11,0,1,110.4,15,1,0,474,1,251,524,7,0,0,7,0,2,517,53,220,40,29,45,4,20,6,0,220,136,14.7
Tyler Bird,81168,LB,APP STATE,9,1,0,100.0,0,0,108,0,0,69.8,70.2,73.1,66.4,62.0,47.2,0,2,0,0,12,22.2,2,1,0,106.3,2,0,0,37,0,27,43,1,0,0,1,0,0,42,2,14,5,4,6,0,2,2,0,19,5,9.5
Issaiah Johnson,81169,ED,ARIZONA,1,0,0,,0,0,109,0,0,,59.5,72.6,57.3,60.9,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,9,9,0,0,9,0,0,0,5,4,0,0,0,0,0,0,0,0,0,
Merlin Robertson,81171,LB,ARIZONA ST,13,19,0,77.8,0,3,110,2,0,55.3,58.4,41.1,57.1,63.2,68.5,6,8,0,1,26,11.1,8,2,3,114.2,21,3,0,455,0,254,881,382,0,0,381,1,5,499,253,374,38,25,45,4,27,17,2,248,178,11.8
Khaylan Kearse-Thomas,81172,LB,ARIZONA ST,13,13,0,72.2,0,1,110,0,0,55.1,61.3,42.4,66.0,63.9,38.4,1,8,0,2,29,24.4,22,1,4,73.4,26,5,0,386,1,251,680,211,0,0,209,2,5,469,156,273,76,40,55,8,36,14,0,296,235,11.4
Darien Butler,81174,LB,ARIZONA ST,13,23,1,80.8,0,2,110,1,0,53.3,63.9,42.6,67.4,68.5,67.0,4,15,0,0,25,13.7,13,0,2,126.1,21,1,0,548,0,266,770,152,0,0,152,0,0,618,154,350,69,33,59,4,26,20,2,211,139,10.0
Andrew Parker,81176,LB,ARKANSAS,6,1,0,100.0,0,0,111,0,0,50.6,39.8,75.4,,38.6,80.6,0,0,0,0,8,0.0,0,0,0,95.8,2,0,0,71,0,19,73,0,0,0,0,0,0,73,0,54,1,2,5,0,2,0,0,14,15,7.0
Bumper Pool,81177,LB,ARKANSAS,12,16,4,87.0,0,1,111,0,0,63.2,54.6,83.6,77.9,41.1,59.4,0,5,0,0,48,16.5,16,2,1,113.8,20,2,0,502,0,243,624,79,0,0,79,0,0,545,72,309,42,37,65,6,23,7,1,180,116,9.0
Wilson Catoe,81187,LB,ARMY,2,0,0,,0,0,114,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,
Kemonte Yow,81189,LB,ARMY,4,0,0,0.0,0,0,114,0,0,61.6,64.5,71.5,56.9,66.1,76.7,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,32,0,10,33,0,0,0,0,0,0,33,3,20,1,2,2,0,1,0,0,0,0,
Arik Smith,81190,LB,ARMY,13,28,0,94.1,0,1,114,1,0,54.8,59.4,88.2,66.2,58.4,52.6,6,11,0,0,37,18.9,20,0,0,118.8,16,3,0,741,0,269,768,9,0,0,9,0,1,759,110,389,16,39,58,2,17,20,0,241,102,15.1
Zakoby McClain,81192,LB,AUBURN,13,10,0,75.0,0,1,115,0,0,70.6,80.4,82.0,63.4,84.8,83.3,1,4,1,1,21,7.1,4,0,0,91.0,9,0,0,253,7,135,326,33,0,0,33,0,0,293,18,173,33,28,42,6,12,5,1,96,54,10.7
Michael Harris,81193,LB,AUBURN,4,0,0,100.0,0,0,115,1,0,63.5,55.9,0.0,57.9,60.8,20.1,0,0,0,0,1,100.0,1,0,1,79.2,1,0,0,27,0,15,28,0,0,0,0,0,0,28,2,11,1,0,0,0,1,0,0,1,2,1.0
Tanner Dean,81194,LB,AUBURN,4,2,0,50.0,0,0,115,0,0,75.3,88.3,71.2,,85.4,79.7,0,0,0,0,-2,0.0,0,0,0,56.3,1,0,0,11,0,5,15,2,0,0,2,0,0,13,0,10,0,2,3,2,2,0,0,-2,2,-2.0
Josh Marsh,81195,LB,AUBURN,2,1,0,100.0,0,0,115,0,0,54.0,63.0,72.3,58.5,75.6,76.0,0,1,0,0,15,0.0,0,0,0,118.8,1,0,0,15,0,10,18,2,0,0,2,0,0,16,2,6,1,0,1,0,1,1,0,15,13,15.0
Brandon Hawkins,81198,LB,BOISE ST,6,3,0,100.0,0,0,120,0,0,56.6,61.4,77.2,69.2,61.6,45.0,0,0,0,0,28,27.3,3,1,0,118.8,3,1,0,82,0,42,90,1,0,0,1,0,0,89,10,38,7,6,5,1,3,1,0,40,23,13.3
William Stewart,81208,LB,COAST CAR,1,0,0,,0,0,141,0,0,60.0,61.0,64.2,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Cincir Evans,81209,LB,COAST CAR,11,9,0,82.8,0,1,141,0,0,57.1,52.9,56.5,62.7,46.2,44.1,0,1,0,1,35,22.4,11,1,2,112.2,24,0,0,165,0,202,524,135,0,0,135,0,8,389,37,285,216,13,29,1,29,1,2,257,145,10.7
Teddy Gallagher,81210,LB,COAST CAR,11,15,0,85.7,0,1,141,1,0,45.1,47.2,24.6,49.6,51.6,48.8,0,0,0,0,31,17.5,18,1,2,112.5,24,0,0,619,0,293,649,4,0,0,4,0,12,645,18,338,14,43,70,8,28,0,1,228,125,9.5
Jamar Darboe,81213,LB,COAST CAR,5,5,0,100.0,0,0,141,0,0,62.8,61.5,72.4,,59.5,75.4,0,0,0,0,21,5.9,1,0,0,118.8,2,0,0,74,0,35,74,0,0,0,0,0,0,74,0,39,0,3,11,0,2,0,0,27,14,13.5
Andrew Chatfield Jr.,81219,ED,FLORIDA,8,2,0,,0,0,163,0,0,61.8,71.2,79.4,57.1,76.2,76.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,5,0,4,71,66,0,12,45,9,0,5,30,37,0,3,3,0,0,0,0,0,0,
Rocky Jacques-Louis,81222,LB,FIU,8,1,0,75.0,0,0,166,0,0,44.6,50.9,78.8,64.6,53.1,73.7,0,1,0,0,18,10.0,1,0,0,92.7,3,0,0,63,0,22,92,21,0,0,20,1,1,71,18,52,7,3,8,1,4,1,0,27,22,9.0
Sherwin King Jr.,81225,LB,FRESNO ST,1,0,0,,0,0,169,0,0,,66.6,66.3,,63.9,73.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,
Rian Fields,81226,ED,FRESNO ST,1,0,0,,0,0,169,0,0,,60.3,71.3,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,
Dorrzel Hicks,81228,LB,FRESNO ST,1,0,0,,0,0,169,0,0,,60.3,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Khalan Tolson,81241,LB,ILLINOIS,4,11,1,63.6,0,0,187,1,0,63.5,59.9,83.1,64.4,54.5,55.2,1,0,0,0,29,12.5,5,1,0,111.6,7,2,0,220,4,114,311,22,0,0,22,0,2,289,19,178,63,20,24,0,11,3,1,69,36,9.9
James Miller,81243,LB,INDIANA,13,2,1,100.0,0,2,190,0,0,42.2,60.1,79.5,74.3,69.4,68.1,0,3,0,0,76,13.3,4,0,0,155.8,9,1,0,171,0,69,189,7,0,0,7,0,0,182,15,105,11,15,24,4,9,4,1,167,147,18.6
Cam Jones,81244,LB,INDIANA,12,5,0,68.4,0,1,190,0,0,66.9,62.0,18.1,74.1,51.2,67.2,4,2,1,1,72,12.5,4,2,1,92.9,13,2,0,263,2,170,310,9,0,0,9,0,0,301,28,112,36,15,23,2,19,8,1,174,109,13.4
Aaron Casey,81245,LB,INDIANA,4,0,0,100.0,0,0,190,0,0,55.2,74.4,73.1,84.8,77.5,32.1,0,1,0,0,5,100.0,1,0,0,85.4,2,1,0,25,0,14,28,1,0,0,1,0,0,27,4,10,2,1,0,0,2,2,0,9,10,4.5
