player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Chadarius Townsend,61105,HB,ALABAMA,2,20.0,0,103,67.5,,60.0,0,0,0,,,,0,0,0,2,0,0,0,10,0,0,0,0,2,0
Ty Mason,56208,CB,TEMPLE,3,66.7,0,306,58.2,,60.0,0,0,0,0.0,0.0,,1,0,0,2,0,0,0,3,0,1,0,0,2,0
Terrence Johnson,84103,WR,ARIZONA,1,66.7,0,109,58.6,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,3,0,1,0,0,2,0
Keith Davis,84110,WR,ARIZONA ST,1,50.0,0,110,57.6,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,4,0,2,0,0,2,0
Dillon Thomas,56127,CB,N ILLINOIS,1,100.0,0,254,60.0,,60.0,0,0,0,,,,1,0,0,2,0,0,0,2,0,0,0,0,2,0
Kevin Hamilton,84132,WR,ARMY,1,66.7,0,114,58.7,,59.4,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,3,0,1,0,0,2,0
Wayne Parks,56071,ED,MIDDLE TN,2,100.0,0,224,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Tyler Couch,81695,C,KENTUCKY,1,100.0,0,202,60.0,,60.0,0,0,0,,,,0,0,0,2,2,0,0,2,0,0,0,0,2,0
Korey Hernandez,55796,CB,E MICHIGAN,3,66.7,1,160,59.7,,60.0,0,0,0,0.0,0.0,,2,0,0,2,0,0,0,3,0,1,0,0,2,0
Carlos Sandy,84215,WR,ILLINOIS,1,8.7,0,187,55.8,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,23,0,21,0,0,2,0
Will Drawdy,55434,HB,WAKE,2,50.0,0,339,57.6,,60.0,0,0,0,,,,0,0,0,2,0,0,0,4,0,0,0,0,2,0
Zac Berezowitz,84243,CB,KENTUCKY,1,100.0,0,202,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
DeAndre Williams,55174,WR,FIU,1,100.0,0,166,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Daniel Jackson,55169,LB,FIU,2,100.0,0,166,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Josh Powell,55159,LB,FIU,2,100.0,0,166,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Kevin Oliver,55157,ED,FIU,2,66.7,1,166,60.0,,60.0,0,0,0,0.0,0.0,,6,0,0,2,0,0,0,3,0,1,0,0,2,0
Tevin Jones,55156,LB,FIU,2,100.0,0,166,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Michael Kopaygorodsky,55078,HB,CINCINNATI,2,22.2,0,138,67.3,,59.1,0,0,0,,,,0,0,0,2,0,0,0,9,0,0,0,0,2,0
Nevin Wells,84303,WR,OLE MISS,1,100.0,0,226,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Drake Beck,84306,WR,OLE MISS,1,100.0,0,226,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Jacob Carter,84307,WR,OLE MISS,1,100.0,0,226,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
George Douglas IV,55053,LB,C MICHIGAN,2,100.0,0,134,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Leroy Franklin,61378,WR,LA LAFAYET,1,40.0,0,207,55.5,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,5,0,3,0,0,2,0
Tarron Jackson,54410,ED,COAST CAR,2,100.0,0,141,60.0,,59.5,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,1
Tevin Jeannis,84365,WR,OREGON,1,66.7,0,264,81.7,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,3,0,1,0,0,2,0
Mike Ruane,52109,LB,UMASS,2,100.0,0,216,60.0,60.9,60.0,0,0,1,100.0,100.0,100.0,1,0,0,2,0,0,0,2,1,1,0,0,1,0
Justin Uahinui,52068,QB,HAWAII,2,33.3,0,180,74.7,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,6,0,4,0,0,2,0
Josh Ricketts,61458,WR,OLE MISS,1,100.0,0,226,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Brandon Pierce,105781,WR,ARIZONA ST,7,10.0,0,110,54.3,,59.6,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,20,0,18,0,0,2,0
Hunter Smith,84440,WR,TEXAS A&M,1,66.7,0,312,57.7,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,3,0,1,0,0,2,0
Michael Smith,61600,WR,PITTSBURGH,1,100.0,0,268,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Tajhea Chambers,50673,LB,ARK STATE,2,100.0,0,113,60.0,63.8,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,0,0,1,0
Eli Hanback,50615,DI,VIRGINIA,2,100.0,0,335,60.0,74.3,,0,0,2,100.0,100.0,100.0,0,0,0,2,0,1,0,2,2,2,0,1,0,0
Lucas Bacon,84505,WR,WASH STATE,1,40.0,0,341,56.6,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,5,0,3,0,0,2,0
Dominic Davis,45909,HB,USC,1,33.3,0,326,67.4,6.1,,0,0,2,66.7,50.0,100.0,0,0,0,2,0,0,0,6,2,4,0,0,0,0
Ian Deneen,86852,LS,USF,2,100.0,0,327,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Hunter Duplessis,45501,K,UTSA,3,66.7,0,331,60.0,73.9,,0,0,0,,100.0,,0,0,0,2,0,0,0,3,2,2,0,0,0,0
Joey Palumbo,45466,C,KENT STATE,2,100.0,0,201,60.0,67.6,60.0,0,0,0,,100.0,,0,0,0,2,1,0,0,2,1,1,0,0,1,0
Tyler Hussey,81513,WR,TROY,1,100.0,0,318,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Cole Lerch,91855,LS,TEMPLE,2,100.0,0,306,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Chad Alexander,97065,HB,NEW MEXICO,1,25.0,0,241,70.2,66.7,60.0,0,0,1,50.0,50.0,100.0,0,0,0,2,0,0,0,8,1,2,0,0,1,0
Mario Padilla,105806,WR,OLE MISS,1,100.0,0,226,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Chris Lovick,97101,HB,TULSA,1,16.7,0,320,69.7,73.7,,0,0,1,50.0,66.7,100.0,0,0,0,2,0,0,0,12,2,3,0,0,0,0
Paul Blackwell,81490,LS,MISS STATE,2,100.0,0,227,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Cole Gest,45119,HB,INDIANA,4,7.7,0,190,59.8,35.2,,0,1,2,9.1,9.1,75.0,0,1,0,2,0,0,0,26,2,22,0,0,0,0
Dashaun Davis,97178,WR,APP STATE,3,28.6,0,108,55.6,,59.9,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,7,0,5,0,0,2,0
Jarrett Preston,81451,LB,UTSA,2,100.0,0,331,60.0,60.5,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,0,0,1,0
Justin Warner,45020,LS,TEXAS ST,2,100.0,0,314,60.0,63.8,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,0,0,1,0
Andrew Zink,44979,LS,S ALABAMA,1,100.0,0,288,60.0,61.9,60.0,0,0,0,,100.0,,0,0,0,2,0,0,0,2,1,1,0,0,1,0
Taylor Morin,97213,WR,WAKE,1,100.0,0,339,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Tyler Gillikin,44835,LS,NWESTERN,2,100.0,0,256,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Cameron Kaye,44629,LS,TROY,2,100.0,0,318,60.0,61.9,60.0,0,0,0,,100.0,,0,0,0,2,0,0,0,2,1,1,0,0,1,0
Cameron Mitchell,97340,CB,NWESTERN,2,100.0,0,256,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Jalen Alexander,97361,CB,DUKE,1,100.0,1,154,60.0,,59.9,0,0,0,,,,1,0,0,2,0,0,0,2,0,0,0,0,2,0
Brian Wendt,104202,C,AIR FORCE,1,100.0,0,101,60.0,,60.0,0,0,0,,,,0,0,0,2,2,0,0,2,0,0,0,0,2,0
Grant Tisdale,97419,QB,OLE MISS,1,33.3,0,226,90.5,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,6,0,2,0,0,2,0
Giovanni Miranda,81330,LB,NEVADA,2,100.0,0,239,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Drake Thomas,97525,LB,NC STATE,2,100.0,0,248,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Will Hart,43564,P,MICHIGAN,2,100.0,0,222,60.0,61.8,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,0,0,1,0
Tyler Lyle,43539,TE,E MICHIGAN,3,66.7,0,160,59.7,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,3,0,1,0,0,2,1
Arik Smith,81190,LB,ARMY,2,100.0,0,114,60.0,60.5,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,0,0,1,0
Freddie McGee III,43471,CB,E MICHIGAN,3,66.7,1,160,59.7,,60.1,0,0,0,0.0,0.0,,3,0,0,2,0,0,0,3,0,1,0,0,2,0
Jeremy Clark,61768,WR,UNLV,1,100.0,0,325,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Michael Barulich,43383,WR,FLORIDA ST,1,40.0,0,167,55.5,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,5,0,3,0,0,2,0
Trent Ellis-Brewer,43334,LB,ARK STATE,2,100.0,0,113,60.0,63.8,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,0,0,1,0
Jared EnRico,43325,LS,NEW MEXICO,1,100.0,0,241,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Tyler Mahnke,61791,LB,UTSA,2,100.0,0,331,60.0,60.5,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,0,0,1,0
RJ Hart,97797,WR,BALL ST,1,66.7,0,117,58.0,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,3,0,1,0,0,2,0
Quin Williams,79223,ED,GA SOUTHRN,3,66.7,0,174,60.5,63.8,60.0,0,0,0,0.0,50.0,,0,0,0,2,0,0,0,3,1,2,0,0,1,0
Ryan Bryant,105816,G,KENTUCKY,1,100.0,0,202,60.0,,60.0,0,0,0,,,,0,0,0,2,0,2,0,2,0,0,0,0,2,0
Keithian Starling Jr.,61792,WR,VANDERBILT,1,100.0,0,333,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Devin Gil,43111,LB,MICHIGAN,2,100.0,0,222,60.0,61.8,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,0,0,1,0
Travis Whillock,43100,S,NWESTERN,2,100.0,1,256,60.0,,60.0,0,0,0,,,,1,0,0,2,0,0,0,2,0,0,0,0,2,0
Lucas Dean,97981,P,UTSA,3,40.0,0,331,71.6,,60.3,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,5,0,3,0,0,2,0
Jakson Thomson,98021,QB,LA TECH,1,100.0,0,208,60.0,,60.0,0,0,0,,,,1,0,0,2,0,0,0,2,0,0,0,0,2,0
Mike Maskalunas,42820,LB,WISCONSIN,2,100.0,0,349,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Donavan Lynch,42795,ED,ARMY,2,100.0,1,114,60.0,60.5,60.0,0,0,1,100.0,100.0,100.0,1,0,0,2,0,0,0,2,1,1,0,0,1,0
Joey Fields,61961,WR,MARSHALL,2,40.0,0,214,66.2,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,5,0,2,0,0,2,0
Isaiah Graham-Mobley,42679,LB,TEMPLE,2,100.0,0,306,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Jake Ellington,42666,ED,ARMY,2,100.0,0,114,60.0,60.9,60.0,0,0,0,,100.0,,0,0,0,2,0,0,0,2,1,1,0,0,1,0
Wesley Johnson,105817,HB,KENTUCKY,1,100.0,0,202,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Cole Mashburn,98147,ED,MEMPHIS,2,100.0,0,218,60.0,,59.5,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Matt Mariota,42565,WR,OREGON,1,66.7,0,264,59.2,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,3,0,1,0,0,2,0
Ryan Parker,42563,LB,ARMY,2,100.0,0,114,60.0,60.5,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,0,0,1,0
Peter Bush,42478,LB,MICHIGAN,2,100.0,0,222,60.0,61.8,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,0,0,1,0
Alonzo McCoy,42383,S,C MICHIGAN,2,100.0,1,134,60.0,,60.0,0,0,0,,,,4,0,0,2,0,0,0,2,0,0,0,0,2,0
Tyler Thurman,78385,T,MIDDLE TN,1,100.0,0,224,59.7,,58.4,0,0,0,,,,0,0,0,2,0,0,2,2,0,0,0,0,2,0
Blake Catlett,78269,C,MIDDLE TN,1,100.0,0,224,60.0,,56.7,0,0,0,,,,0,0,0,2,2,0,0,2,0,0,0,0,2,0
Kyle Bilodeau,98378,TE,PURDUE,2,66.7,0,273,47.0,,40.6,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,3,0,1,0,0,2,1
Lee Dudley,104218,C,VIRGINIA,2,100.0,0,335,60.0,70.8,,0,0,2,100.0,100.0,100.0,0,0,0,2,1,0,0,2,2,2,0,0,0,1
Kyle Buckner,42014,WR,OREGON,1,66.7,0,264,59.4,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,3,0,1,0,0,2,0
Drake Carroll,78248,G,LA TECH,2,100.0,0,208,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,1,0,2,1
Jake Norris,41901,WR,LA TECH,1,100.0,0,208,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Falcon Kaumatule,73148,TE,UTAH,1,100.0,0,328,54.8,,46.9,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,2
Adam Beale,78166,WR,TOLEDO,1,50.0,0,316,56.4,,58.9,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,4,0,2,0,0,2,0
Vince Calhoun,41655,S,E MICHIGAN,2,100.0,1,160,60.0,60.5,60.0,0,0,1,100.0,100.0,100.0,2,0,0,2,0,0,0,2,1,1,0,0,1,0
Evan Deckers,75827,LS,UMASS,2,100.0,0,216,60.0,60.9,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,0,0,1,0
Julian Hernandez,98570,G,VANDERBILT,1,100.0,0,333,59.7,,59.6,0,0,0,,,,0,0,0,2,0,2,0,2,0,0,0,0,2,0
Jaquel Pierce,41589,ED,TEXAS ST,2,100.0,0,314,60.0,63.8,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,0,0,1,0
Derek Ferraro,75873,T,RICE,2,100.0,0,275,59.5,,58.1,0,0,0,,,,0,0,0,2,0,0,1,2,0,0,0,1,2,0
Chuck Davis,41483,WR,VIRGINIA,2,40.0,0,335,55.2,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,5,0,3,0,0,2,0
Logan Wright,41403,G,APP STATE,1,100.0,0,108,62.6,,63.5,0,0,0,,,,0,0,0,2,0,2,0,2,0,0,0,0,2,0
Thomas Pannunzio,75953,WR,COLO STATE,2,50.0,0,144,58.3,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,4,0,2,0,0,2,0
Taje Williams,78095,WR,OKLA STATE,1,50.0,0,262,56.7,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,4,0,2,0,0,2,0
Doug Bates,41258,TE,TOLEDO,1,100.0,0,316,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,2
Harry Schwartz,41222,WR,STANFORD,1,66.7,0,300,58.3,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,3,0,1,0,0,2,0
Rolliann Sturkey,76786,CB,C MICHIGAN,2,100.0,0,134,60.0,,60.1,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Sorrell Brown,78068,WR,TULANE,1,100.0,0,319,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Brayden Utley,76833,ED,BAYLOR,2,100.0,0,118,60.0,61.9,60.0,0,0,0,,100.0,,0,0,0,2,0,0,0,2,1,1,0,0,1,0
Greg Rousseau,76889,ED,MIAMI FL,2,100.0,0,220,60.0,,60.1,0,0,0,,,,1,0,0,2,0,0,0,2,0,0,0,0,2,0
Ben Maleszyk,77693,WR,C MICHIGAN,1,100.0,0,134,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Jeffrey Griffin Jr.,76961,DI,N ILLINOIS,1,100.0,0,254,60.0,,60.1,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Thomas Mattioni,78035,WR,TEMPLE,1,66.7,0,306,61.0,,59.9,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,3,0,1,0,0,2,0
Tommy Christ,76995,DI,VIRGINIA,1,100.0,0,335,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,2,2,0
Spencer Roe,77017,TE,KANSAS,2,66.7,0,198,83.2,,58.5,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,3,0,1,0,0,2,3
Kinkead Dent,99132,QB,OLE MISS,1,50.0,0,226,64.3,,60.0,0,0,0,,,,0,0,0,2,0,0,0,4,0,0,0,0,2,0
Brice Johnson,99134,WR,OLE MISS,1,100.0,0,226,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Trey Wolff,77076,K,TEXAS TECH,2,100.0,0,315,60.0,,60.1,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Sevaughn Clark,99159,HB,GEORGIA,2,25.0,0,173,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,8,0,0,0,0,2,0
Anthony Summey,99160,HB,GEORGIA,2,100.0,0,173,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Spencer Jones,40339,WR,OKLAHOMA,1,100.0,0,261,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
T.Q. Jackson,99217,WR,ARKANSAS,3,16.7,0,111,55.4,,60.0,0,0,0,0.0,0.0,,1,0,0,2,0,0,0,12,0,10,0,0,2,0
Ryan Velez,40122,S,ARMY,2,100.0,0,114,60.0,60.5,60.0,0,0,1,100.0,100.0,100.0,1,0,0,2,0,0,0,2,1,1,0,0,1,0
Jack White,99234,WR,OLE MISS,1,100.0,0,226,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Austin McNamara,99363,K,TEXAS TECH,2,66.7,0,315,71.7,,59.9,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,3,0,1,0,0,2,0
Mick Assaf,40063,HB,NOTRE DAME,4,18.2,0,258,67.2,,60.0,0,0,0,,,,0,0,0,2,0,0,0,11,0,0,0,0,2,0
Sam Snyder,99525,TE,BAYLOR,1,100.0,0,118,60.0,,80.7,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,2
Jake Sopko,39933,QB,CINCINNATI,1,66.7,0,138,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,3,0,0,0,0,2,0
Gabe Simpson,99542,WR,OKLA STATE,1,100.0,0,262,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Logan Burnett,39867,QB,MISS STATE,2,50.0,0,227,62.4,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,4,0,1,0,0,2,0
Davis Witt,39855,WR,MIDDLE TN,1,100.0,0,224,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Jordan Middleton,39854,QB,MIDDLE TN,1,100.0,0,224,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Clay James,77286,LS,MIAMI FL,2,100.0,0,220,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Frankie Griffin,39616,S,TEXAS ST,2,100.0,0,314,60.0,63.8,60.0,0,0,1,100.0,100.0,100.0,3,0,0,2,0,0,0,2,1,1,0,0,1,0
Tre Young,99601,WR,FLORIDA ST,1,40.0,0,167,55.1,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,5,0,3,0,0,2,0
Jace Ruder,77680,QB,N CAROLINA,2,25.0,0,245,61.7,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,8,0,3,0,0,2,0
Jacob Van Landingham,99633,WR,VA TECH,1,100.0,0,337,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Kendrell Flowers,142763,HB,WAKE,1,18.2,0,339,65.3,72.7,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,11,1,1,0,0,1,0
Jalen Harrison,99647,TE,VIRGINIA,1,100.0,0,335,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,2
Marcus Kelly,39055,ED,N ILLINOIS,1,100.0,0,254,60.0,,59.4,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Ladante Harris,38962,CB,FAU,1,100.0,0,165,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Caleb Ward,77952,WR,FLORIDA ST,1,100.0,0,167,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Orlando Heggs II,77347,G,WAKE,1,100.0,0,339,63.2,,64.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,2,0,2,0
Malik Manciel,36502,DI,MIDDLE TN,2,100.0,1,224,60.0,,60.0,0,0,0,,,,2,0,0,2,0,0,0,2,0,0,0,0,2,0
Sataoa Laumea,100525,G,UTAH,1,100.0,0,328,63.5,,64.2,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,2,0,2,0
Tyshun Render,35744,ED,MIDDLE TN,2,100.0,0,224,60.0,,60.0,0,0,0,,,,2,0,0,2,0,0,0,2,0,0,0,0,2,0
Dominique Thompson,100636,WR,UTAH,1,100.0,0,328,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Cameron Cotton,77896,TE,KANSAS ST,1,100.0,0,199,58.5,,55.5,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,1
Dalton Bishop,77441,G,OKLAHOMA,1,100.0,0,261,60.0,,60.0,0,0,0,,,,0,0,0,2,0,2,0,2,0,0,0,0,2,0
Guy McCarthy,100869,WR,FAU,1,100.0,0,165,59.7,,59.1,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Doyle Adams Jr.,100873,WR,LA TECH,1,100.0,0,208,59.9,,59.7,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Ayron Monroe,34783,S,TEMPLE,2,100.0,0,306,60.0,,60.0,0,0,0,,,,2,0,0,2,0,0,0,2,0,0,0,0,2,0
Rex Sunahara,34769,LS,W VIRGINIA,2,100.0,0,343,60.0,60.5,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,0,0,1,0
Ross Matiscik,34710,LB,BAYLOR,2,100.0,0,118,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Jonathon Lee,100965,HB,NAVY,2,100.0,0,237,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Ronald Gaines,101011,LS,TEMPLE,2,100.0,0,306,60.0,63.8,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,0,0,1,0
Zack Baun,34632,ED,WISCONSIN,2,100.0,1,349,60.0,,60.0,0,0,0,,,,7,0,0,2,0,0,0,2,0,0,0,0,2,0
Dane Saltarelli,77876,TE,OKLAHOMA,1,100.0,0,261,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,2
Marshe' Terry,34384,LB,N ILLINOIS,1,100.0,0,254,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Ventine Richardson,101100,TE,UCONN,1,100.0,0,146,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,2
Adam Stilley,77470,C,W VIRGINIA,1,100.0,0,343,60.0,,59.8,0,0,0,,,,0,0,0,2,2,0,0,2,0,0,0,0,2,0
Justin Rohrwasser,34332,P,MARSHALL,1,100.0,0,214,60.0,65.2,,0,0,2,100.0,100.0,100.0,0,0,0,2,0,0,0,2,2,2,0,0,0,0
Josh Holl,77649,QB,TULANE,1,66.7,0,319,54.9,,60.0,0,0,0,,,,0,0,0,2,0,0,0,3,0,0,0,0,2,0
Khalil Brooks,34161,LB,MIDDLE TN,2,100.0,0,224,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Darreon Jackson,34032,S,ARK STATE,2,100.0,1,113,60.0,63.8,60.0,0,0,1,100.0,100.0,100.0,6,0,0,2,0,0,0,2,1,1,0,0,1,0
Joe Bergin,33913,S,NWESTERN,2,100.0,0,256,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Joseph Charlton,33672,K,S CAROLINA,2,66.7,0,289,78.2,,59.9,0,0,0,,,,0,0,0,2,0,0,0,3,0,0,0,0,2,0
Jocquez Bruce,33038,WR,MIDDLE TN,2,13.3,0,224,63.1,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,15,0,13,0,0,2,0
Ta'Quan Roberson,101625,QB,PENN STATE,1,50.0,0,266,48.4,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,4,0,1,0,0,2,0
