season,player_id,player_name,team_id,team_name,conference,position,games,snaps,rush_att,rush_yards,rush_td,fumbles,yards_before_contact,broken_tackles,forced_missed_tackles,yards_per_carry,td_rate,fumble_rate,lost_fumble_rate,epa_total_rush,epa_per_rush,ppa_total_rush,ppa_per_rush,success_rate,explosive_rush_rate,rpo_carry_rate,read_option_rate,yards_over_expected_per_att,epa_rush_early,epa_rush_short,epa_rush_red_zone,att_light_box_rate,att_heavy_box_rate
2019,246044,Tyler Johnson,135,Minnesota,Big Ten,WR,,,1,-1,0.0,0.0,,,,-1.0,0.0,0.0,0.0,-0.8648244640920426,-0.8648244640920426,-0.4318119781627365,-0.4318119781627365,0.0,0.0,,,,-0.8648244640920426,,-0.8648244640920426,,
2019,3116074,Rodney Smith,135,Minnesota,Big Ten,RB,,,229,1189,8.0,0.0,,,,5.192139737991266,0.034934497816593885,0.0,0.0,62.67654886416724,0.2736967199308613,32.82059259142267,0.14332136502804657,0.5109170305676856,0.14410480349344978,,,,0.20455296754589924,0.4205219201039913,0.6247674248561155,,
2019,3116773,Shai McKenzie,2261,Hampton,Big South,RB,,,9,29,0.0,0.0,,,,3.2222222222222223,0.0,0.0,0.0,-2.003924200090191,-0.2226582444544657,0.4971809366767086,0.05524232629741207,0.2222222222222222,0.1111111111111111,,,,-0.2226582444544657,-0.6242732830145825,,,
2019,3121083,Jacob Knipp,2458,Northern Colorado,Big Sky,QB,,,10,59,0.0,0.0,,,,5.9,0.0,0.0,0.0,5.314679095535032,0.5314679095535032,6.423131634692321,0.6423131634692321,0.8,0.2,,,,-0.0057127430064001965,1.3357267169854175,-0.6999999999999997,,
2019,3122552,Jonathan Haden,5,UAB,Conference USA,RB,,,44,169,0.0,0.0,,,,3.840909090909091,0.0,0.0,0.0,-2.5447218268319833,-0.057834586973454165,-5.135611976823485,-0.11671845401871557,0.36363636363636365,0.09090909090909091,,,,-0.08357842754333304,-0.26508140270265157,-0.3777401207708693,,
2019,3122790,Darius Wade,189,Bowling Green,Mid-American,QB,,,23,141,0.0,0.0,,,,6.130434782608695,0.0,0.0,0.0,11.345230815586465,0.4932709050254985,4.590569470084482,0.19958997696019487,0.5217391304347826,0.21739130434782608,,,,0.4183244047252062,0.24096910401124183,0.28581645836743086,,
2019,3123854,Aston Walter,242,Rice,Conference USA,RB,,,142,779,8.0,0.0,,,,5.485915492957746,0.056338028169014086,0.0,0.0,46.3588231378925,0.3264705854781162,20.287314016905285,0.14286840856975552,0.4788732394366197,0.1056338028169014,,,,0.31262102144967313,0.3865056721819268,0.8787804368281883,,
2019,3124529,Kilton Anderson,2729,William & Mary,CAA,QB,,,2,12,0.0,0.0,,,,6.0,0.0,0.0,0.0,0.22577916182389246,0.11288958091194623,0.3798911814851014,0.1899455907425507,0.5,0.5,,,,0.11288958091194623,,,,
2019,3124884,Gunnar Amos,304,Idaho State,Big Sky,QB,,,2,-3,0.0,0.0,,,,-1.5,0.0,0.0,0.0,-2.069743061389392,-1.034871530694696,-1.012872256397543,-0.5064361281987715,0.0,0.0,,,,,-1.0289138652066026,,,
2019,3124900,Jake Luton,204,Oregon State,Pac-12,QB,,,20,83,1.0,0.0,,,,4.15,0.05,0.0,0.0,10.831017777375546,0.5415508888687773,11.262802179679289,0.5631401089839645,0.6,0.05,,,,0.4075192248500455,0.23923103436044466,2.4262258461560346,,
