season,player_id,player_name,team_id,team_name,conference,position,games,snaps,routes,targets,receptions,rec_yards,yds_per_reception,rec_td,drops,fumbles,air_yards,yac,tgt_per_route,adot,yards_per_route_run,targets_per_game,catch_pct,drop_rate,yds_per_target,tds_per_target,yac_per_rec,air_yards_share,target_share,epa_total_recv,epa_per_target,ppa_total_recv,ppa_per_target,success_rate,explosive_rec_rate,slot_rate,wide_rate,inline_te_rate,man_tgt_rate,zone_tgt_rate,epa_vs_man,epa_vs_zone,separation_avg_yards,epa_per_target_deep,epa_per_target_short,cfbd_player_id,pff_player_game_count,pff_avg_depth_of_target,pff_avoided_tackles,pff_caught_percent,pff_contested_catch_rate,pff_contested_receptions,pff_contested_targets,pff_declined_penalties,pff_drop_rate,pff_drops,pff_first_downs,pff_franchise_id,pff_fumbles,pff_grades_hands_drop,pff_grades_hands_fumble,pff_grades_offense,pff_grades_pass_block,pff_grades_pass_route,pff_inline_rate,pff_inline_snaps,pff_interceptions,pff_longest,pff_pass_block_rate,pff_pass_blocks,pff_pass_plays,pff_penalties,pff_receptions,pff_route_rate,pff_routes,pff_slot_rate,pff_slot_snaps,pff_targeted_qb_rating,pff_targets,pff_touchdowns,pff_wide_rate,pff_wide_snaps,pff_yards,pff_yards_after_catch,pff_yards_after_catch_per_reception,pff_yards_per_reception,pff_yprr
2019,246044,Tyler Johnson,135,Minnesota,Big Ten,WR,,,,110,83.0,1268,15.27710843373494,12.0,,0.0,,,,,,,0.7545454545454545,,11.527272727272727,0.109090909090909,,,,133.92641631257123,1.2175128755688294,99.5203435044894,0.9047303954953582,0.6818181818181818,0.1636363636363636,,,,,,,,,,,246044,13.0,11.0,10.0,73.1,66.7,16.0,24.0,0.0,6.5,6.0,60.0,225.0,2.0,76.2,39.0,91.5,,92.2,0.0,0.0,2.0,73.0,0.0,0.0,384.0,1.0,87.0,94.3,362.0,86.2,331.0,138.5,119.0,13.0,13.8,53.0,1317.0,464.0,5.3,15.1,3.64
2019,3116074,Rodney Smith,135,Minnesota,Big Ten,RB,,,,11,7.0,70,10.0,0.0,,0.0,,,,,,,0.6363636363636364,,6.363636363636363,0.0,,,,2.746767056625112,0.2497060960568283,3.345064048313154,0.3040967316648322,0.5454545454545454,0.0909090909090909,,,,,,,,,,,3116074,13.0,4.9,1.0,70.0,33.3,1.0,3.0,0.0,0.0,0.0,3.0,225.0,0.0,78.5,87.0,84.3,63.3,61.5,0.0,0.0,0.0,20.0,30.7,58.0,189.0,0.0,7.0,65.6,124.0,0.0,0.0,89.6,10.0,0.0,6.9,13.0,70.0,47.0,6.7,10.0,0.56
2019,3116684,Thomas Jackson,97,Louisville,ACC,WR,,,,3,3.0,19,6.333333333333333,0.0,,0.0,,,,,,,1.0,,6.333333333333333,0.0,,,,1.8493963740840649,0.6164654580280216,1.543685489736287,0.5145618299120956,0.6666666666666666,0.0,,,,,,,,,,,3116684,5.0,1.3,0.0,75.0,,0.0,0.0,0.0,25.0,1.0,2.0,210.0,0.0,39.5,64.1,58.1,,56.1,0.0,0.0,0.0,9.0,0.0,0.0,61.0,0.0,3.0,100.0,61.0,96.7,59.0,84.4,4.0,0.0,1.6,1.0,19.0,20.0,6.7,6.3,0.31
2019,3120945,Joey Banks,2084,Buffalo,Mid-American,S,,,,4,3.0,27,9.0,0.0,,0.0,,,,,,,0.75,,6.75,0.0,,,,1.9429564500206409,0.4857391125051602,2.3139485752822275,0.5784871438205569,0.75,0.0,,,,,,,,,,,3120945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3122128,Nick Harvey,249,North Texas,Conference USA,DB,,,,1,1.0,4,4.0,0.0,,0.0,,,,,,,1.0,,4.0,0.0,,,,-0.0132133886312484,-0.0132133886312484,-0.1331950045660708,-0.1331950045660708,0.0,0.0,,,,,,,,,,,3122128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3122413,Nick Basquine,201,Oklahoma,Big 12,WR,,,,21,17.0,251,14.764705882352942,0.0,,0.0,,,,,,,0.8095238095238095,,11.952380952380953,0.0,,,,20.539476694428497,0.9780703187823094,20.241665027812125,0.9638888108481964,0.7619047619047619,0.1428571428571428,,,,,,,,,,,3122413,14.0,13.0,4.0,70.4,25.0,1.0,4.0,0.0,0.0,0.0,13.0,261.0,0.0,85.5,70.2,69.7,,65.4,0.5,1.0,3.0,70.0,0.0,0.0,190.0,1.0,19.0,93.7,178.0,72.1,137.0,75.9,27.0,1.0,26.3,50.0,275.0,95.0,5.0,14.5,1.54
2019,3122552,Jonathan Haden,5,UAB,Conference USA,RB,,,,2,2.0,9,4.5,0.0,,0.0,,,,,,,1.0,,4.5,0.0,,,,0.6582685509238373,0.3291342754619186,0.1008188943918944,0.0504094471959472,0.5,0.0,,,,,,,,,,,3122552,11.0,8.0,1.0,60.0,,0.0,0.0,0.0,0.0,0.0,0.0,321.0,1.0,73.1,60.0,62.3,71.9,54.3,0.0,0.0,1.0,31.0,56.3,58.0,103.0,0.0,3.0,42.7,44.0,2.9,3.0,45.8,5.0,0.0,1.9,2.0,40.0,13.0,4.3,13.3,0.91
2019,3122790,Darius Wade,189,Bowling Green,Mid-American,QB,,,,1,1.0,2,2.0,1.0,,0.0,,,,,,,1.0,,2.0,1.0,,,,3.170645314282765,3.170645314282765,2.067936525322223,2.067936525322223,1.0,0.0,,,,,,,,,,,3122790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3123854,Aston Walter,242,Rice,Conference USA,RB,,,,14,11.0,48,4.363636363636363,2.0,,0.0,,,,,,,0.7857142857142857,,3.4285714285714284,0.1428571428571428,,,,6.49512355569209,0.4639373968351493,1.551481850543779,0.1108201321816985,0.5714285714285714,0.0,,,,,,,,,,,3123854,11.0,-1.4,3.0,84.6,50.0,1.0,2.0,1.0,8.3,1.0,2.0,275.0,0.0,64.6,58.6,77.2,90.8,60.3,0.0,0.0,0.0,13.0,54.8,103.0,188.0,1.0,11.0,43.6,82.0,2.1,4.0,121.6,13.0,2.0,4.8,9.0,48.0,72.0,6.5,4.4,0.59
2019,3124114,Cortez Lewis,2261,Hampton,Big South,WR,,,,1,1.0,4,4.0,0.0,,0.0,,,,,,,1.0,,4.0,0.0,,,,-0.0132133886312484,-0.0132133886312484,-0.1369390380115582,-0.1369390380115582,0.0,0.0,,,,,,,,,,,3124114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3124900,Jake Luton,204,Oregon State,Pac-12,QB,,,,1,1.0,7,7.0,1.0,,0.0,,,,,,,1.0,,7.0,1.0,,,,4.403391641993318,4.403391641993318,2.607148468017737,2.607148468017737,1.0,0.0,,,,,,,,,,,3124900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3125833,Shaq Vann,2199,Eastern Michigan,Mid-American,RB,,,,13,10.0,56,5.6,0.0,,0.0,,,,,,,0.7692307692307693,,4.307692307692308,0.0,,,,1.774129565212475,0.1364715050163442,-0.0601497864486967,-0.0046269066498997,0.4615384615384615,0.0,,,,,,,,,,,3125833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3126327,Darryl Long,2006,Akron,Mid-American,TE,,,,1,1.0,15,15.0,0.0,,0.0,,,,,,,1.0,,15.0,0.0,,,,1.05,1.05,1.2573534535099062,1.2573534535099062,1.0,0.0,,,,,,,,,,,3126327,9.0,7.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,1.0,102.0,0.0,66.7,65.1,42.0,60.2,48.9,39.7,29.0,0.0,15.0,24.7,18.0,73.0,1.0,1.0,69.9,51.0,43.8,32.0,118.8,1.0,0.0,5.5,4.0,15.0,8.0,8.0,15.0,0.29
2019,3127098,Mason Roberts,2447,Nicholls,Southland,WR,,,,4,3.0,35,11.666666666666666,0.0,,0.0,,,,,,,0.75,,8.75,0.0,,,,1.4730032663211632,0.3682508165802908,1.6171513368397932,0.4042878342099483,0.5,0.0,,,,,,,,,,,3127098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3128359,Chris Platt,239,Baylor,Big 12,WR,,,,27,21.0,206,9.80952380952381,1.0,,0.0,,,,,,,0.7777777777777778,,7.62962962962963,0.037037037037037,,,,14.326775824205235,0.5306213268224161,6.80422586699731,0.2520083654443448,0.5925925925925926,0.1111111111111111,,,,,,,,,,,3128359,14.0,8.4,1.0,70.6,66.7,2.0,3.0,0.0,14.3,4.0,11.0,118.0,2.0,51.0,20.7,58.4,,58.3,0.8,2.0,1.0,78.0,0.0,0.0,260.0,1.0,24.0,95.8,249.0,91.2,237.0,101.5,34.0,1.0,7.7,20.0,351.0,184.0,7.7,14.6,1.41
2019,3128846,Napoleon Maxwell,2229,Florida International,Conference USA,RB,,,,16,13.0,79,6.076923076923077,0.0,,0.0,,,,,,,0.8125,,4.9375,0.0,,,,3.603722101937122,0.2252326313710701,3.699158443322081,0.23119740270763,0.5,0.0,,,,,,,,,,,3128846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3131118,Joey Fields,276,Marshall,Conference USA,WR,,,,2,2.0,10,5.0,0.0,,0.0,,,,,,,1.0,,5.0,0.0,,,,0.5314482700554906,0.2657241350277453,-0.0435384963320135,-0.0217692481660067,0.5,0.0,,,,,,,,,,,3131118,1.0,0.5,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,70.7,65.3,66.2,,61.2,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,100.0,2.0,100.0,2.0,87.5,2.0,0.0,0.0,0.0,10.0,9.0,4.5,5.0,5.0
2019,3134689,Brandon Sowards,127,Michigan State,Big Ten,WR,,,,2,0.0,0,,0.0,,0.0,,,,,,,0.0,,0.0,0.0,,,,-1.4000000000000008,-0.7000000000000004,-1.1916101028929642,-0.5958050514464821,0.0,0.0,,,,,,,,,,,3134689,1.0,8.5,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,223.0,0.0,,84.6,50.3,,50.4,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,91.7,33.0,94.4,34.0,39.6,2.0,0.0,5.6,2.0,0.0,0.0,,,0.0
2019,3139588,Stanley Clerveaux,58,South Florida,American Athletic,WR,,,,3,3.0,13,4.333333333333333,0.0,,0.0,,,,,,,1.0,,4.333333333333333,0.0,,,,0.8732602049317699,0.2910867349772566,1.6520180101171444,0.5506726700390482,0.6666666666666666,0.0,,,,,,,,,,,3139588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3140534,Devante Davis,2755,Grambling,SWAC,WR,,,,15,10.0,90,9.0,0.0,,0.0,,,,,,,0.6666666666666666,,6.0,0.0,,,,8.525366410448939,0.5683577606965959,7.731952112139599,0.5154634741426399,0.6,0.0,,,,,,,,,,,3140534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3675229,Terrell Chatman,258,Virginia,ACC,WR,,,,16,7.0,104,14.857142857142858,1.0,,0.0,,,,,,,0.4375,,6.5,0.0625,,,,9.874527604030828,0.6171579752519267,6.32276192311775,0.3951726201948594,0.4375,0.125,,,,,,,,,,,3675229,10.0,19.8,0.0,29.2,33.3,2.0,6.0,0.0,12.5,1.0,4.0,335.0,0.0,58.9,67.1,62.2,,62.7,0.0,0.0,1.0,33.0,0.0,0.0,111.0,1.0,7.0,93.7,104.0,14.4,16.0,41.7,24.0,1.0,85.6,95.0,104.0,5.0,0.7,14.9,1.0
2019,3675550,Tommy Hudson,9,Arizona State,Pac-12,TE,,,,11,10.0,112,11.2,0.0,,0.0,,,,,,,0.9090909090909092,,10.181818181818182,0.0,,,,9.67969487061663,0.8799722609651482,7.518052360158077,0.6834593054689161,0.9090909090909092,0.0909090909090909,,,,,,,,,,,3675550,13.0,3.1,3.0,90.9,,0.0,0.0,0.0,9.1,1.0,5.0,110.0,0.0,62.9,67.9,60.9,70.3,52.2,67.6,148.0,0.0,31.0,32.9,72.0,219.0,2.0,10.0,62.6,137.0,26.5,58.0,109.1,11.0,0.0,2.7,6.0,112.0,93.0,9.3,11.2,0.82
2019,3676004,Jay Jay Wilson,2,Auburn,SEC,LB,,,,16,13.0,126,9.692307692307692,1.0,,0.0,,,,,,,0.8125,,7.875,0.0625,,,,13.172596981370493,0.8232873113356557,9.087735608564952,0.5679834755353096,0.625,0.0625,,,,,,,,,,,3676004,12.0,10.6,1.0,66.7,100.0,4.0,4.0,0.0,6.7,1.0,6.0,115.0,1.0,68.7,22.8,60.4,,56.0,6.9,10.0,0.0,31.0,0.0,0.0,144.0,0.0,14.0,96.5,139.0,61.8,89.0,99.5,21.0,1.0,24.3,35.0,131.0,27.0,1.9,9.4,0.94
2019,3676818,TreVontae Hights,2628,TCU,Big 12,WR,,,,9,7.0,62,8.857142857142858,0.0,,0.0,,,,,,,0.7777777777777778,,6.888888888888889,0.0,,,,6.11298265444905,0.6792202949387833,4.162497671897347,0.4624997413219274,0.5555555555555556,0.0,,,,,,,,,,,3676818,5.0,11.5,2.0,61.5,0.0,0.0,3.0,0.0,27.3,3.0,2.0,305.0,1.0,28.0,17.6,54.8,,53.4,0.0,0.0,0.0,46.0,0.0,0.0,68.0,0.0,8.0,97.1,66.0,0.0,0.0,88.0,13.0,0.0,100.0,68.0,108.0,32.0,4.0,13.5,1.64
2019,3676819,Jeff Gladney,2628,TCU,Big 12,CB,,,,1,1.0,6,6.0,0.0,,0.0,,,,,,,1.0,,6.0,0.0,,,,0.967664925007902,0.967664925007902,0.1098531299363623,0.1098531299363623,1.0,0.0,,,,,,,,,,,3676819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3682593,Kalif Jackson,2755,Grambling,SWAC,TE,,,,1,1.0,-1,-1.0,0.0,,0.0,,,,,,,1.0,,-1.0,0.0,,,,-0.8483102392906674,-0.8483102392906674,-0.462292755623382,-0.462292755623382,0.0,0.0,,,,,,,,,,,3682593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3692942,George Campbell,277,West Virginia,Big 12,WR,,,,26,19.0,469,24.68421052631579,7.0,,0.0,,,,,,,0.7307692307692307,,18.03846153846154,0.2692307692307692,,,,61.73425070786336,2.374394257994745,41.48033548431858,1.5953975186276377,0.6923076923076923,0.3461538461538461,,,,,,,,,,,3692942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3699859,Wyatt Mazour,158,Nebraska,Big Ten,RB,,,,6,5.0,52,10.4,0.0,,0.0,,,,,,,0.8333333333333334,,8.666666666666666,0.0,,,,-2.3139688933875675,-0.3856614822312612,-0.868899095243826,-0.144816515873971,0.6666666666666666,0.1666666666666666,,,,,,,,,,,3699859,8.0,1.2,1.0,83.3,,0.0,0.0,0.0,16.7,1.0,1.0,238.0,0.0,49.8,40.6,55.2,29.9,59.3,0.0,0.0,0.0,20.0,17.5,7.0,40.0,1.0,5.0,77.5,31.0,12.5,5.0,102.8,6.0,0.0,17.5,7.0,52.0,40.0,8.0,10.4,1.68
2019,3700815,Kendall Hinton,154,Wake Forest,ACC,WR,,,,98,72.0,997,13.84722222222222,4.0,,0.0,,,,,,,0.7346938775510204,,10.173469387755102,0.0408163265306122,,,,93.48711997625855,0.953950203839373,74.40704439714408,0.7592555550728988,0.6224489795918368,0.1428571428571428,,,,,,,,,,,3700815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3700890,Tabari Hines,152,NC State,ACC,WR,,,,53,37.0,402,10.864864864864863,2.0,,0.0,,,,,,,0.6981132075471698,,7.584905660377358,0.0377358490566037,,,,33.695488045325966,0.6357639253835088,22.48572127607593,0.4242588920014327,0.5283018867924528,0.1132075471698113,,,,,,,,,,,3700890,12.0,8.5,4.0,63.3,25.0,3.0,12.0,1.0,7.3,3.0,15.0,248.0,0.0,69.7,76.1,61.2,,60.9,0.0,0.0,1.0,48.0,0.0,0.0,256.0,1.0,38.0,95.7,245.0,86.3,221.0,87.4,60.0,2.0,12.9,33.0,408.0,212.0,5.6,10.7,1.67
2019,3707332,Dahu Green,2032,Arkansas State,Sun Belt,WR,,,,5,5.0,86,17.2,0.0,,0.0,,,,,,,1.0,,17.2,0.0,,,,8.346657475463042,1.6693314950926084,7.237077385546442,1.4474154771092884,0.6,0.4,,,,,,,,,,,3707332,5.0,12.3,0.0,71.4,100.0,2.0,2.0,0.0,16.7,1.0,3.0,113.0,0.0,49.8,65.7,66.6,,66.0,0.0,0.0,0.0,35.0,0.0,0.0,16.0,0.0,5.0,87.5,14.0,6.3,1.0,112.8,7.0,0.0,93.8,15.0,86.0,29.0,5.8,17.2,6.14
2019,3707516,John Humphrey,2440,Nevada,Mountain West,WR,,,,4,3.0,21,7.0,0.0,,0.0,,,,,,,0.75,,5.25,0.0,,,,1.0318833929665852,0.2579708482416463,0.3845404681864286,0.0961351170466071,0.5,0.0,,,,,,,,,,,3707516,6.0,9.2,0.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,239.0,0.0,74.9,67.6,57.4,,57.2,0.0,0.0,1.0,18.0,0.0,0.0,28.0,0.0,4.0,92.9,26.0,3.6,1.0,37.5,6.0,0.0,96.4,27.0,28.0,38.0,9.5,7.0,1.08
2019,3708008,A.D. Miller,201,Oklahoma,Big 12,WR,,,,8,6.0,118,19.666666666666668,0.0,,0.0,,,,,,,0.75,,14.75,0.0,,,,9.527890495274756,1.1909863119093445,7.301633758442186,0.9127042198052732,0.75,0.25,,,,,,,,,,,3708008,9.0,16.7,0.0,60.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,261.0,0.0,77.5,66.2,60.2,,58.5,0.0,0.0,0.0,40.0,0.0,0.0,65.0,0.0,6.0,95.4,62.0,16.9,11.0,101.3,10.0,0.0,83.1,54.0,118.0,31.0,5.2,19.7,1.9
2019,3722361,Akilian Butler,68,Boise State,Mountain West,WR,,,,44,26.0,328,12.615384615384617,1.0,,0.0,,,,,,,0.5909090909090909,,7.454545454545454,0.0227272727272727,,,,24.908630680920307,0.5661052427481889,20.389756295419737,0.4634035521686304,0.5,0.1363636363636363,,,,,,,,,,,3722361,13.0,11.0,5.0,53.8,44.4,4.0,9.0,2.0,12.5,4.0,15.0,120.0,0.0,54.6,74.7,55.0,70.9,53.3,0.0,0.0,2.0,25.0,0.8,3.0,359.0,3.0,28.0,96.1,345.0,18.4,66.0,69.1,52.0,2.0,81.6,293.0,316.0,87.0,3.1,11.3,0.92
2019,3722368,Matt Pistone,68,Boise State,Mountain West,TE,,,,3,3.0,21,7.0,0.0,,0.0,,,,,,,1.0,,7.0,0.0,,,,0.980440820510632,0.3268136068368772,0.9341998557749271,0.3113999519249757,0.6666666666666666,0.0,,,,,,,,,,,3722368,14.0,2.3,0.0,57.1,0.0,0.0,2.0,0.0,33.3,2.0,1.0,120.0,0.0,25.7,65.0,43.4,41.0,36.4,61.5,59.0,0.0,14.0,42.7,41.0,96.0,5.0,4.0,55.2,53.0,7.3,7.0,66.4,7.0,0.0,5.2,5.0,28.0,19.0,4.8,7.0,0.53
2019,3728242,Shadell Bell,324,Coastal Carolina,Sun Belt,TE,,,,12,9.0,81,9.0,2.0,,0.0,,,,,,,0.75,,6.75,0.1666666666666666,,,,10.94453022162519,0.9120441851354324,7.202778991396233,0.6002315826163528,0.75,0.0,,,,,,,,,,,3728242,12.0,8.6,0.0,64.3,50.0,1.0,2.0,0.0,0.0,0.0,5.0,141.0,0.0,80.1,67.5,55.3,61.5,56.9,69.0,80.0,0.0,16.0,15.5,18.0,116.0,3.0,9.0,75.9,88.0,25.0,29.0,119.3,14.0,2.0,2.6,3.0,81.0,28.0,3.1,9.0,0.92
2019,3728271,Bryce Witham,135,Minnesota,Big Ten,TE,,,,1,1.0,11,11.0,0.0,,0.0,,,,,,,1.0,,11.0,0.0,,,,1.3357267169854166,1.3357267169854166,2.233727226725982,2.233727226725982,1.0,0.0,,,,,,,,,,,3728271,8.0,7.5,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,2.0,225.0,0.0,70.7,62.9,79.8,58.7,73.9,93.2,55.0,0.0,11.0,62.7,37.0,59.0,1.0,2.0,32.2,19.0,1.7,1.0,131.3,2.0,1.0,3.4,2.0,12.0,0.0,0.0,6.0,0.63
2019,3728282,Hunter Register,2582,Southern,SWAC,WR,,,,3,2.0,48,24.0,0.0,,0.0,,,,,,,0.6666666666666666,,16.0,0.0,,,,4.579396374084064,1.5264654580280217,3.258309470633899,1.0861031568779664,0.6666666666666666,0.3333333333333333,,,,,,,,,,,3728282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3791116,Deddrick Thomas,344,Mississippi State,SEC,WR,,,,39,29.0,386,13.310344827586206,2.0,,0.0,,,,,,,0.7435897435897436,,9.897435897435898,0.0512820512820512,,,,35.710588884534616,0.9156561252444774,29.586939150940875,0.7586394654087404,0.6410256410256411,0.1794871794871795,,,,,,,,,,,3791116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3791117,Malik Dear,344,Mississippi State,SEC,WR,,,,3,3.0,36,12.0,0.0,,0.0,,,,,,,1.0,,12.0,0.0,,,,5.222168942204681,1.7407229807348938,4.635359531397851,1.5451198437992837,1.0,0.3333333333333333,,,,,,,,,,,3791117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3843247,Justin McMillan,2655,Tulane,American Athletic,QB,,,,6,6.0,193,32.166666666666664,5.0,,0.0,,,,,,,1.0,,32.166666666666664,0.8333333333333334,,,,30.723391641993317,5.1205652736655525,17.671223134699897,2.945203855783316,1.0,0.8333333333333334,,,,,,,,,,,3843247,13.0,8.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,1.0,319.0,4.0,66.7,58.8,70.6,62.2,71.9,0.0,0.0,0.0,27.0,0.2,1.0,412.0,2.0,1.0,0.7,3.0,0.0,0.0,118.8,1.0,0.0,0.0,0.0,27.0,19.0,19.0,27.0,9.0
2019,3843469,Derrick Dillon,99,LSU,SEC,WR,,,,18,12.0,188,15.666666666666666,1.0,,0.0,,,,,,,0.6666666666666666,,10.444444444444445,0.0555555555555555,,,,17.81042900183106,0.9894682778795034,11.672586036383736,0.6484770020213186,0.6666666666666666,0.1666666666666666,,,,,,,,,,,3843469,12.0,11.5,2.0,71.4,0.0,0.0,3.0,0.0,6.3,1.0,9.0,211.0,0.0,70.1,69.6,61.9,,62.7,0.0,0.0,0.0,37.0,0.0,0.0,132.0,0.0,15.0,97.0,128.0,30.3,40.0,133.4,21.0,2.0,69.7,92.0,202.0,47.0,3.1,13.5,1.58
2019,3843640,Lanard Fournette,99,LSU,SEC,RB,,,,5,5.0,19,3.8,0.0,,0.0,,,,,,,1.0,,3.8,0.0,,,,0.5410968912650427,0.1082193782530085,-0.9974748788926582,-0.1994949757785316,0.4,0.0,,,,,,,,,,,3843640,4.0,-2.0,1.0,100.0,,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,76.3,74.9,64.1,70.0,61.4,0.0,0.0,0.0,10.0,3.4,1.0,29.0,0.0,5.0,89.7,26.0,10.3,3.0,82.5,5.0,0.0,3.4,1.0,19.0,29.0,5.8,3.8,0.73
2019,3858271,Ashtyn Davis,25,California,Pac-12,S,,,,1,0.0,0,,0.0,,0.0,,,,,,,0.0,,0.0,0.0,,,,-0.6999999999999997,-0.6999999999999997,-0.7029700220436519,-0.7029700220436519,0.0,0.0,,,,,,,,,,,3858271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3858944,Blake Barnett,58,South Florida,American Athletic,QB,,,,4,4.0,48,12.0,4.0,,0.0,,,,,,,1.0,,12.0,1.0,,,,18.463780017665474,4.615945004416369,10.54773975319056,2.63693493829764,1.0,0.25,,,,,,,,,,,3858944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3862133,Dre Brown,356,Illinois,Big Ten,RB,,,,11,10.0,97,9.7,0.0,,0.0,,,,,,,0.9090909090909092,,8.818181818181818,0.0,,,,10.140809948413686,0.9218918134921532,7.573119623096796,0.6884654202815269,0.9090909090909092,0.0909090909090909,,,,,,,,,,,3862133,13.0,-0.6,3.0,90.9,,0.0,0.0,0.0,9.1,1.0,7.0,187.0,0.0,62.9,89.1,78.0,77.6,68.9,0.0,0.0,0.0,15.0,41.2,77.0,187.0,0.0,10.0,56.1,105.0,9.6,18.0,97.7,11.0,0.0,0.5,1.0,82.0,90.0,9.0,8.2,0.78
2019,3863893,Kanawai Noa,158,Nebraska,Big Ten,WR,,,,30,16.0,233,14.5625,2.0,,0.0,,,,,,,0.5333333333333333,,7.766666666666667,0.0666666666666666,,,,18.531899752574542,0.6177299917524848,7.967934991657751,0.2655978330552583,0.5,0.1666666666666666,,,,,,,,,,,3863893,10.0,15.6,1.0,45.9,50.0,1.0,2.0,0.0,10.5,2.0,8.0,238.0,1.0,60.2,27.5,52.0,,50.4,0.3,1.0,2.0,36.0,0.0,0.0,316.0,1.0,17.0,97.2,307.0,17.1,54.0,63.5,37.0,2.0,82.6,261.0,245.0,52.0,3.1,14.4,0.8
2019,3864258,Carlos Strickland II,2636,UTSA,Conference USA,WR,,,,59,38.0,492,12.947368421052632,4.0,,0.0,,,,,,,0.6440677966101694,,8.338983050847459,0.0677966101694915,,,,43.74328363159991,0.7414115869762696,22.89670043438112,0.388079668379341,0.5423728813559322,0.1186440677966101,,,,,,,,,,,3864258,12.0,13.5,1.0,56.7,41.2,7.0,17.0,1.0,13.6,6.0,24.0,331.0,0.0,50.5,72.7,67.8,63.4,66.2,22.2,74.0,0.0,51.0,3.6,12.0,334.0,2.0,38.0,94.6,316.0,69.5,232.0,99.8,67.0,4.0,8.4,28.0,492.0,80.0,2.1,12.9,1.56
2019,3880416,Chase Harrell,8,Arkansas,SEC,WR,,,,10,3.0,34,11.333333333333334,1.0,,0.0,,,,,,,0.3,,3.4,0.1,,,,2.7172241044972707,0.271722410449727,0.0845735379854382,0.0084573537985438,0.3,0.0,,,,,,,,,,,3880416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,3886598,Jauan Jennings,2633,Tennessee,SEC,WR,,,,85,53.0,933,17.60377358490566,6.0,,0.0,,,,,,,0.6235294117647059,,10.976470588235294,0.0705882352941176,,,,95.48237509554274,1.1233220599475615,70.64692595599688,0.8311403053646691,0.5764705882352941,0.188235294117647,,,,,,,,,,,3886598,13.0,11.4,30.0,64.1,48.0,12.0,25.0,1.0,6.3,4.0,43.0,307.0,1.0,72.3,56.6,88.9,,89.4,1.5,5.0,4.0,51.0,0.0,0.0,332.0,2.0,59.0,94.6,314.0,86.7,288.0,110.3,92.0,8.0,11.4,38.0,969.0,474.0,8.0,16.4,3.09
2019,3886609,Alex Hornibrook,52,Florida State,ACC,QB,,,,1,1.0,6,6.0,0.0,,0.0,,,,,,,1.0,,6.0,0.0,,,,0.2857267169854172,0.2857267169854172,1.45604191877403,1.45604191877403,1.0,0.0,,,,,,,,,,,3886609,5.0,-4.0,0.0,100.0,,0.0,0.0,0.0,0.0,0.0,1.0,167.0,2.0,66.7,46.5,62.9,,53.9,0.0,0.0,0.0,6.0,0.0,0.0,166.0,0.0,1.0,3.6,6.0,1.8,3.0,91.7,1.0,0.0,1.2,2.0,6.0,10.0,10.0,6.0,1.0
