player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Shawn Jennings,43027,LB,S ALABAMA,5,0,0,288,78.2,0,0,2,3.4,50.0,1,0,50.0,1,59,2,1,0,63.7,0,0,0,0.0,,1,,0,10,0,0
Gage Kreski,43047,S,C MICHIGAN,11,0,0,134,58.6,0,0,1,0.7,0.0,0,0,0.0,0,138,1,0,0,,0,0,0,0.0,,0,,0,65,0,0
Brandon Jones,43049,S,TEXAS,12,0,0,311,64.9,3,2,26,5.4,11.5,3,2,13.5,1,497,27,6,0,65.3,1,2,13,10.1,23.1,3,11.5,0,139,14,3
Elan Nash,43051,S,NAVY,13,0,0,237,61.9,4,1,27,16.3,7.4,2,0,13.0,1,178,29,6,0,61.0,3,1,11,20.7,18.2,2,18.2,0,58,12,4
Drake Spears,43054,LB,W MICHIGAN,13,0,0,347,54.5,1,4,53,11.9,3.8,2,1,6.6,1,469,56,6,0,59.0,1,2,16,13.8,6.3,1,15.6,1,123,17,4
Jared Mayden,43058,S,ALABAMA,12,0,0,103,65.0,1,2,11,2.4,9.1,1,0,13.6,0,460,11,3,0,63.7,0,1,6,3.4,16.7,1,8.3,0,176,6,1
Carlo Kemp,43059,DI,MICHIGAN,12,0,1,222,80.9,7,11,252,100.0,10.3,26,5,4.8,3,269,269,21,0,80.7,0,8,74,100.0,18.9,14,9.5,3,83,83,11
Jamal Hicks,43062,S,COLO STATE,12,0,1,144,69.9,2,3,17,5.5,0.0,0,3,26.5,2,348,19,7,0,56.1,1,0,3,2.9,0.0,0,16.7,0,103,3,1
Jaron Bryant,43064,CB,FRESNO ST,12,0,0,169,56.2,0,0,2,0.4,0.0,0,1,0.0,0,475,2,0,0,59.3,0,0,1,0.8,0.0,0,0.0,0,133,1,0
McTelvin Agim,43069,DI,ARKANSAS,12,0,1,111,81.5,4,18,255,100.0,12.2,31,4,7.1,7,267,267,29,0,83.2,2,11,91,100.0,19.8,18,10.4,3,98,98,16
Vernon Scott,43076,S,TCU,10,0,0,305,67.8,0,0,4,1.3,0.0,0,2,25.0,1,300,4,1,0,69.6,0,0,2,2.0,0.0,0,50.0,1,99,2,1
Tre Webb,43077,S,S JOSE ST,12,0,0,285,54.9,0,0,6,1.5,0.0,0,2,0.0,0,405,6,0,0,56.7,0,0,2,2.4,0.0,0,0.0,0,84,2,0
Taji Stewart,43084,ED,S ALABAMA,3,0,0,288,68.4,2,2,27,56.9,18.5,5,0,11.1,1,51,29,5,0,67.6,1,1,11,80.0,27.3,3,18.2,1,15,12,3
Tim Hart,43085,LB,MEMPHIS,14,0,0,218,76.2,3,4,32,18.2,9.4,3,0,26.6,5,214,39,12,0,75.3,3,0,12,21.0,16.7,2,29.2,2,81,17,5
Moses Reynolds,43090,CB,TEXAS A&M,2,0,0,312,60.0,0,0,1,5.3,0.0,0,0,0.0,0,19,1,0,0,,0,0,0,0.0,,0,,0,8,0,0
Brandon Hill,43098,LB,DUKE,9,1,0,154,72.5,5,11,39,17.6,17.9,7,1,23.1,1,238,42,17,0,71.0,2,3,16,19.3,12.5,2,21.9,1,88,17,6
D.J. Morgan,43099,LB,UCONN,10,1,0,146,75.4,2,4,51,20.9,7.8,4,0,9.8,2,254,53,8,1,84.9,1,4,21,35.6,14.3,3,16.7,1,59,21,6
Travis Whillock,43100,S,NWESTERN,11,0,1,256,66.4,0,0,11,3.3,0.0,0,1,9.1,1,396,13,1,0,54.5,0,0,3,3.9,0.0,0,0.0,0,102,4,0
Kevin Meitzenheimer,43102,LB,UTAH ST,13,0,0,329,55.3,0,8,62,13.5,11.3,7,1,9.7,2,488,66,10,0,56.3,0,5,22,16.3,9.1,2,15.9,1,147,24,6
Shane Simmons,43103,ED,PENN STATE,13,0,0,266,56.9,1,4,124,90.9,4.8,6,0,2.0,0,143,130,5,0,61.5,1,4,51,96.3,9.8,5,4.9,0,54,52,5
DJ Daniels,43105,S,S ALABAMA,12,0,0,288,60.0,0,0,1,0.4,0.0,0,1,0.0,0,285,1,0,0,,0,0,0,0.0,,0,,0,51,0,0
Donta Evans,43108,LB,OLE MISS,12,0,0,226,67.2,1,2,14,7.0,14.3,2,0,17.9,1,215,15,4,0,60.7,0,2,10,9.3,20.0,2,10.0,0,107,10,2
Devin Gil,43111,LB,MICHIGAN,6,0,0,222,69.2,0,0,3,14.3,33.3,1,0,0.0,0,21,3,0,0,,0,0,0,0.0,,0,,0,3,0,0
Brock Miller,43112,LB,NC STATE,12,0,0,248,51.8,0,7,85,35.3,2.4,2,1,5.3,1,249,88,8,0,60.4,0,1,19,57.6,5.3,1,7.9,1,33,19,2
Martin Mangram,43114,S,UMASS,12,0,0,216,66.2,0,0,3,1.3,33.3,1,0,0.0,0,236,3,0,0,66.5,0,0,2,3.0,50.0,1,0.0,0,66,2,0
Chanse Sylvie,43115,CB,OKLAHOMA,4,0,0,261,53.9,1,0,3,10.8,0.0,0,0,16.7,0,37,4,1,0,59.2,0,0,1,7.7,0.0,0,0.0,0,13,1,0
Marquill Osborne,43116,CB,CHARLOTTE,13,0,1,136,61.0,0,0,8,2.4,12.5,1,4,0.0,0,331,8,0,0,65.3,0,0,3,2.5,33.3,1,0.0,0,121,3,0
Benny Walls,43119,S,TEMPLE,9,0,0,306,66.7,0,1,5,1.8,0.0,0,1,30.0,1,271,5,2,0,59.2,0,1,1,1.1,0.0,0,50.0,0,93,1,1
Alijah Halliburton,43139,S,WYOMING,13,1,0,351,72.9,4,4,35,7.2,17.1,6,2,17.1,2,531,38,10,0,78.5,1,2,10,4.7,40.0,4,35.0,2,215,10,5
Evan Jones,43140,CB,GA STATE,11,0,1,175,92.6,1,0,4,3.9,0.0,0,2,37.5,1,127,5,2,0,58.8,0,0,1,5.9,0.0,0,0.0,0,34,2,0
Sean Mahone,43146,S,W VIRGINIA,12,0,0,343,64.1,0,2,6,1.4,0.0,0,0,33.3,1,424,6,3,0,59.0,0,1,1,0.6,0.0,0,50.0,0,168,1,1
Keyvone Bruton,43150,S,TEMPLE,9,0,1,306,59.7,0,1,1,1.8,0.0,0,1,50.0,0,55,1,1,0,,0,0,0,0.0,,0,,0,18,0,0
Tuf Borland,43158,LB,OHIO STATE,14,0,0,260,65.2,1,3,20,11.6,10.0,2,1,15.0,1,216,25,5,0,61.5,1,0,5,13.1,0.0,0,30.0,1,61,8,2
Brennan Thieneman,43166,S,PURDUE,12,0,0,273,57.4,0,1,3,1.4,0.0,0,0,16.7,0,207,3,1,0,59.8,0,1,1,1.1,0.0,0,50.0,0,87,1,1
Tristan Cooper,43171,S,ARIZONA,11,0,0,109,69.1,2,2,15,5.0,0.0,0,0,13.3,0,342,17,4,0,64.9,1,0,1,1.0,0.0,0,50.0,0,103,1,1
Jack King,43178,ED,ARMY,5,0,0,114,63.3,0,0,5,46.2,20.0,1,0,0.0,0,13,6,0,0,56.5,0,0,3,50.0,0.0,0,0.0,0,6,3,0
Nolan Turner,43187,S,CLEMSON,15,0,0,140,51.1,0,2,7,2.2,0.0,0,0,14.3,0,324,7,2,0,55.5,0,1,4,3.3,0.0,0,12.5,0,123,4,1
Ryan McWood,43189,LB,MIAMI OH,13,1,0,221,64.6,3,3,36,10.4,5.6,2,1,13.9,2,345,36,8,0,67.9,1,0,13,10.6,7.7,1,19.2,2,123,13,3
Amir Tyler,43191,S,TEMPLE,11,0,0,306,67.4,0,1,3,1.0,33.3,1,3,16.7,0,305,3,1,0,,0,0,0,0.0,,0,,0,98,0,0
Akeam Peters,43193,S,KENT STATE,12,0,1,201,56.1,0,1,4,1.8,0.0,0,2,12.5,0,227,4,1,0,58.3,0,1,2,2.4,0.0,0,25.0,0,85,2,1
Isaiah Hayes,43194,S,LOUISVILLE,10,0,0,210,66.1,1,0,1,1.1,0.0,0,0,50.0,0,90,1,1,0,59.2,0,0,1,3.7,0.0,0,0.0,0,27,1,0
Richie Grant,43196,S,UCF,12,0,0,323,54.5,0,3,9,1.9,0.0,0,1,16.7,0,480,9,3,0,55.3,0,1,5,2.0,0.0,0,10.0,0,256,5,1
Korel Smith,43201,CB,FAU,5,0,0,165,59.9,0,2,3,6.3,33.3,1,1,33.3,0,48,3,2,0,59.9,0,2,3,21.4,33.3,1,33.3,0,14,3,2
Jordan Griffin,43205,S,KENTUCKY,12,0,1,202,65.4,0,0,6,2.4,0.0,0,1,16.7,1,330,8,1,0,71.4,0,0,2,1.5,0.0,0,50.0,1,130,2,1
Max McDonald,43210,LB,COLO STATE,11,0,0,144,56.7,1,2,8,14.0,0.0,0,0,18.8,0,86,12,3,0,53.3,1,0,3,17.9,0.0,0,16.7,0,28,5,1
Chima Azunna,43211,S,IOWA STATE,11,0,0,193,74.7,1,0,8,8.3,0.0,0,0,18.8,1,96,8,2,0,54.5,0,0,3,13.0,0.0,0,0.0,0,23,3,0
John Lamot,43215,LB,BOSTON COL,12,0,0,121,70.5,4,14,79,18.8,11.4,9,0,12.7,1,426,80,19,0,60.2,0,5,29,18.7,13.8,4,8.6,0,155,29,5
Daniel Bituli,43219,LB,TENNESSEE,11,1,1,307,76.4,3,11,41,14.4,19.5,8,7,24.4,3,299,43,17,0,65.9,2,2,23,21.8,13.0,3,13.0,1,110,24,5
Chase Pine,43225,LB,PITTSBURGH,11,1,0,268,62.0,1,3,25,24.1,8.0,2,0,12.0,1,116,28,5,0,65.4,0,1,6,21.2,16.7,1,25.0,1,33,7,2
Lawrence Garner,43233,LB,DOMINION,12,0,0,263,63.5,2,12,43,11.9,11.6,5,2,18.6,1,360,43,15,0,64.1,2,4,26,21.5,15.4,4,11.5,0,121,26,6
Andrew Wright,43235,ED,FRESNO ST,7,0,0,169,56.0,1,3,59,69.7,6.8,4,2,3.4,0,89,62,4,0,57.7,0,2,19,87.0,10.5,2,5.3,0,23,20,2
Walter Little,43236,LB,NAVY,6,0,0,237,77.4,5,2,18,28.6,11.1,2,0,25.0,1,63,18,8,0,75.4,2,1,6,27.3,33.3,2,25.0,0,22,6,3
Eric Monroe,43239,S,LSU,10,0,0,211,58.6,0,0,1,2.0,0.0,0,0,0.0,0,50,1,0,0,,0,0,0,0.0,,0,,0,21,0,0
Chris Henderson,43249,ED,S ALABAMA,12,0,0,288,60.0,2,1,66,46.3,7.6,5,0,2.3,0,149,69,3,0,60.9,0,0,17,72.0,17.6,3,0.0,0,25,18,0
Joe Bachie,43250,LB,MICH STATE,8,0,0,223,65.7,1,10,47,16.4,8.5,4,0,18.1,3,304,50,14,0,63.4,1,5,22,22.9,13.6,3,22.7,2,105,24,8
C.J. Pollard,43251,S,USC,8,0,0,326,71.8,1,0,3,5.1,0.0,0,1,16.7,0,59,3,1,0,,0,0,0,0.0,,0,,0,18,0,0
DeMarkus Glover,43258,LB,AKRON,9,0,0,102,52.9,0,1,15,14.7,0.0,0,0,3.3,0,109,16,1,0,54.0,0,0,5,18.8,0.0,0,0.0,0,32,6,0
Simeon Smiley,43267,CB,PURDUE,12,0,0,273,72.8,0,0,10,3.2,10.0,1,2,10.0,1,341,11,1,0,79.8,0,0,3,2.8,33.3,1,33.3,1,141,4,1
Jeffrey McCulloch,43269,LB,TEXAS,10,2,0,311,59.8,0,11,59,29.3,11.9,7,1,9.3,0,208,61,11,1,61.8,0,7,33,59.6,15.2,5,10.6,0,57,34,7
Anthony Ekpe,43280,ED,RICE,8,0,1,275,70.1,6,12,123,79.4,16.3,20,1,8.9,2,160,127,20,0,71.2,3,8,60,89.9,20.0,12,12.5,2,69,62,13
Josh Perry,43283,CB,MEMPHIS,3,0,0,218,58.0,0,0,2,14.3,0.0,0,0,0.0,0,14,2,0,0,,0,0,0,0.0,,0,,0,3,0,0
Treyvon Reeves,43286,LB,TULSA,8,0,0,320,47.8,0,1,5,8.6,0.0,0,1,10.0,0,58,5,1,0,59.2,0,0,1,50.0,0.0,0,0.0,0,2,1,0
Damar Hamlin,43291,CB,PITTSBURGH,12,0,0,268,72.4,1,1,2,0.4,0.0,0,8,50.0,0,467,2,2,0,,0,0,0,0.0,,0,,0,162,0,0
Sion Harrington,43296,LB,NAVY,3,0,0,237,65.1,0,2,3,25.0,66.7,2,0,33.3,0,12,3,2,0,66.4,0,2,2,40.0,100.0,2,50.0,0,5,2,2
Braden Smith,43298,S,WYOMING,9,0,0,351,54.9,0,0,5,3.4,0.0,0,0,0.0,0,145,5,0,0,54.9,0,0,3,4.4,0.0,0,0.0,0,68,3,0
Micahh Smith,43299,CB,ARKANSAS,8,0,0,111,58.6,0,1,12,13.0,0.0,0,0,4.2,0,100,13,1,0,62.8,0,0,4,13.5,0.0,0,0.0,0,37,5,0
Larry Bryant,43306,ED,TULANE,7,0,0,319,67.7,0,2,21,43.8,9.5,2,0,9.5,1,48,21,3,0,72.4,0,1,12,57.1,16.7,2,12.5,1,21,12,2
Garrett Crall,43309,ED,WYOMING,13,2,0,351,66.6,13,26,388,95.6,9.3,36,1,6.3,5,427,408,44,0,66.2,8,13,159,93.8,13.8,22,9.1,4,177,166,25
Denzel Polk,43319,ED,NAVY,9,0,0,237,52.5,0,2,83,98.9,2.4,2,0,1.2,0,87,86,2,0,55.7,0,0,19,100.0,5.3,1,0.0,0,21,21,0
Qwuantrezz Knight,43322,S,KENT STATE,11,0,0,201,66.8,1,4,26,8.5,7.7,2,2,13.5,1,328,28,6,0,64.5,1,0,7,7.1,14.3,1,7.1,0,99,7,1
James Jennette III,43327,ED,BALL ST,12,0,1,117,65.2,5,19,309,99.7,7.1,22,3,5.2,4,323,322,28,0,74.8,3,11,109,100.0,12.8,14,10.1,4,114,114,18
Bryan Mead,43333,LB,OKLAHOMA,7,0,0,261,53.3,0,0,8,21.3,0.0,0,1,0.0,0,47,10,0,0,53.9,0,0,5,46.2,0.0,0,0.0,0,13,6,0
Myles Bryant,43336,S,WASHINGTON,13,0,0,340,70.8,2,4,42,8.2,14.3,6,1,11.9,2,527,43,8,0,74.5,1,3,27,15.7,18.5,5,14.8,2,178,28,6
La'Mar Winston Jr.,43339,ED,OREGON,14,1,1,264,71.0,5,19,182,84.6,14.3,26,3,8.2,3,228,193,27,0,66.6,2,11,91,88.2,17.6,16,9.3,2,110,97,15
Tyrique McGhee,43341,CB,GEORGIA,6,0,0,173,59.1,0,3,4,5.3,0.0,0,0,37.5,0,76,4,3,0,60.0,0,1,1,3.2,0.0,0,50.0,0,31,1,1
Obi Eboh,43343,CB,STANFORD,8,0,0,300,60.0,0,0,1,0.4,0.0,0,2,0.0,0,230,1,0,0,,0,0,0,0.0,,0,,0,94,0,0
Malik Hancock,43345,TE,ARMY,2,0,0,114,60.0,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0
DaMarcus Fields,43347,CB,TEXAS TECH,10,0,0,315,59.0,0,0,9,3.0,0.0,0,1,11.1,1,329,10,1,0,63.1,0,0,5,6.4,0.0,0,20.0,1,78,5,1
Andrew Pryts,43351,LB,STANFORD,12,0,0,300,60.3,0,4,39,9.9,10.3,4,1,5.1,0,444,44,4,0,59.1,0,2,24,14.1,8.3,2,4.2,0,192,27,2
Mandela Lawrence-Burke,43352,LB,KENT STATE,12,0,0,201,67.4,4,4,41,14.6,12.2,5,0,19.5,4,308,45,12,0,70.8,0,1,15,20.2,20.0,3,23.3,3,84,17,4
J.J. Parson,43353,CB,STANFORD,9,0,0,300,54.2,0,0,6,4.5,0.0,0,1,0.0,0,134,6,0,0,56.2,0,0,3,5.5,0.0,0,0.0,0,55,3,0
Jaydon Grant,43354,CB,OREGON ST,12,0,0,265,57.5,0,7,45,12.2,4.4,2,0,10.0,1,403,49,8,0,55.1,0,3,16,9.9,6.3,1,9.4,0,162,16,3
Cameron Lewis,43359,S,LSU,12,0,0,211,65.8,0,0,4,2.8,0.0,0,0,25.0,1,141,4,1,0,56.7,0,0,4,6.3,0.0,0,0.0,0,64,4,0
C.J. Morgan,43360,S,MISS STATE,9,0,0,227,56.4,0,2,2,1.1,50.0,1,1,50.0,0,265,3,2,0,59.1,0,1,1,1.2,100.0,1,50.0,0,82,1,1
Trey Baldwin,43361,LB,LA TECH,12,0,0,208,70.4,0,2,11,6.5,18.2,2,0,18.2,1,168,11,3,0,55.5,0,1,4,8.5,0.0,0,12.5,0,47,4,1
Eric Burrell,43369,S,WISCONSIN,14,0,0,349,62.9,0,4,24,6.1,4.2,1,1,16.7,2,395,24,6,0,52.5,0,1,9,6.7,0.0,0,5.6,0,134,9,1
Tanner Blatt,43372,HB,TROY,1,0,0,318,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0
Dylan Conner,43381,LB,OHIO,13,0,0,259,66.0,2,4,46,10.3,10.9,5,1,10.9,2,458,47,8,0,66.4,2,2,22,15.6,22.7,5,13.6,1,147,23,5
Tyshaun Ingram,43391,ED,UMASS,8,0,0,216,54.5,1,0,39,70.2,2.6,1,1,1.3,0,57,40,1,0,53.6,0,0,11,73.3,0.0,0,0.0,0,15,11,0
Erroll Thompson,43392,LB,MISS STATE,12,0,0,227,54.9,6,8,89,29.6,6.7,6,1,9.0,1,328,97,15,0,60.9,2,5,42,44.9,14.3,6,10.7,1,98,44,8
Christian Holmes,43393,CB,MISSOURI,12,0,1,229,59.5,0,0,1,0.4,0.0,0,7,0.0,0,259,1,0,0,59.5,0,0,1,0.9,0.0,0,0.0,0,113,1,0
Da'Von Brown,43394,S,FAU,14,0,0,165,55.3,0,0,2,0.6,0.0,0,2,0.0,0,462,3,0,0,,0,0,0,0.0,,0,,0,132,0,0
Josh Metellus,43395,S,MICHIGAN,13,1,0,222,62.6,1,0,8,2.3,0.0,0,1,6.3,0,426,10,1,0,55.0,1,0,2,1.8,0.0,0,25.0,0,170,3,1
Phil Campbell III,43402,LB,PITTSBURGH,13,0,0,268,66.5,3,9,82,29.0,8.5,7,1,14.6,6,300,87,18,0,74.2,2,8,41,43.4,14.6,6,24.4,5,99,43,15
Dedrion Bacote-Sweat,43412,ED,UCF,1,0,0,323,68.5,0,1,3,100.0,33.3,1,0,16.7,0,3,3,1,0,,0,0,0,,,0,,0,0,0,0
Skyler Thomas,43418,S,WASH STATE,13,0,0,341,66.2,2,2,15,4.3,6.7,1,2,13.3,0,442,19,4,0,73.4,1,1,3,2.7,33.3,1,33.3,0,146,4,2
Milo Eifler,43421,LB,ILLINOIS,13,0,0,187,56.0,0,4,34,10.7,2.9,1,3,8.8,1,363,39,5,0,58.7,0,0,8,7.4,0.0,0,12.5,1,163,12,1
Hauati Pututau,43425,DI,UTAH,14,3,0,328,57.8,0,5,163,100.0,2.5,4,1,2.1,1,167,167,6,1,58.6,0,3,78,100.0,3.8,3,3.2,1,79,79,4
Racheem Boothe,43426,LB,SO MISS,9,0,0,296,62.7,3,9,83,32.5,10.8,9,0,12.0,4,268,87,16,0,53.5,1,2,45,59.5,6.7,3,5.6,1,79,47,4
Jordan Smith,43427,ED,UAB,14,1,0,321,91.5,21,23,282,97.1,19.5,55,9,10.6,8,313,304,52,0,93.0,6,11,80,96.6,32.5,26,15.6,4,87,84,21
Michael Pitts,43431,ED,CINCINNATI,13,1,0,138,62.1,2,13,223,85.0,7.2,16,1,5.2,4,280,238,19,0,63.0,0,10,106,90.0,11.3,12,7.5,3,130,117,13
Jacob Covington,43432,DI,ARMY,13,0,0,114,59.7,5,5,313,99.7,4.8,15,0,3.2,5,326,325,15,0,61.9,0,5,123,100.0,8.1,10,4.5,3,126,126,8
Ayo Shogbonyo,43441,ED,ILLINOIS,13,0,0,187,60.1,5,13,260,99.3,6.5,17,1,4.6,3,272,270,21,0,59.5,3,10,120,100.0,9.2,11,7.1,2,126,126,15
Elorm Lumor,43448,ED,RUTGERS,11,0,0,278,63.6,4,4,140,67.1,10.7,15,3,5.7,4,222,149,12,0,64.1,2,4,49,62.8,22.4,11,8.2,1,86,54,7
Daelin Hayes,43449,ED,NOTRE DAME,4,1,0,258,63.7,1,1,43,83.0,4.7,2,0,4.7,1,53,44,3,0,59.6,0,1,14,93.3,14.3,2,3.6,0,15,14,1
John Tate IV,43451,DI,MEMPHIS,14,1,1,218,67.1,1,7,101,100.0,8.9,9,1,4.0,0,105,105,8,0,59.6,0,3,27,100.0,7.4,2,5.6,0,29,29,3
Allen Cater,43452,ED,N CAROLINA,13,2,0,245,59.6,3,9,238,87.1,4.6,11,3,3.4,2,286,249,14,1,64.3,1,4,71,82.6,8.5,6,4.9,1,92,76,6
Trenton Thompson,43455,S,S DIEGO ST,12,0,1,284,61.3,1,0,11,4.2,0.0,0,4,4.5,0,289,12,1,0,57.3,0,0,3,2.7,0.0,0,0.0,0,110,3,0
Noel Cook,43456,ED,APP STATE,14,0,1,108,57.0,3,11,220,71.6,3.6,8,3,4.5,3,328,235,17,0,54.7,0,6,64,84.0,6.3,4,7.8,2,81,68,8
David Belvin III,43463,ED,FAU,11,0,0,165,53.6,1,2,58,78.4,3.4,2,0,2.6,0,74,58,3,0,50.6,0,0,26,89.7,0.0,0,0.0,0,29,26,0
Roland Walder,43464,ED,BOWL GREEN,11,0,0,122,56.8,1,3,65,87.2,3.1,2,0,4.6,1,78,68,5,0,61.1,1,1,24,82.8,8.3,2,8.3,1,29,24,3
Bopete Keyes,43467,CB,TULANE,12,0,2,319,49.0,0,1,5,1.4,0.0,0,4,10.0,0,361,5,1,0,52.2,0,1,3,2.4,0.0,0,16.7,0,127,3,1
Barrington Wade,43472,LB,IOWA,7,0,0,192,57.9,0,0,2,11.8,0.0,0,0,0.0,0,17,2,0,0,58.9,0,0,1,11.1,0.0,0,0.0,0,9,1,0
Akil Jones,43475,LB,COLORADO,12,0,0,143,70.9,2,7,42,20.4,16.7,7,0,10.7,0,211,43,9,0,62.3,0,4,17,28.3,17.6,3,11.8,0,60,17,4
Demetrius Stitmon,43485,LB,DOMINION,5,0,0,263,55.5,0,3,2,7.1,50.0,1,0,75.0,0,28,2,3,0,64.3,0,1,1,12.5,100.0,1,50.0,0,8,1,1
Carter Coughlin,43498,ED,MINNESOTA,13,2,0,225,81.1,10,37,275,86.0,15.6,43,0,10.7,6,343,295,53,0,85.6,4,26,101,90.8,25.7,26,19.8,5,119,108,35
Nick Niemann,43500,S,IOWA,12,0,0,192,55.7,2,1,36,15.4,2.8,1,1,9.7,2,246,38,5,0,52.3,1,0,6,7.3,0.0,0,8.3,0,82,6,1
Nate Evans,43502,LB,UCF,13,0,1,323,74.9,3,8,48,14.4,16.7,8,2,15.6,2,334,48,13,0,79.7,3,6,26,15.3,26.9,7,21.2,1,170,26,10
Julius Turner,43504,DI,RUTGERS,12,0,0,278,64.7,4,9,243,100.0,5.3,13,6,3.5,2,260,260,15,0,62.5,3,4,92,100.0,6.5,6,6.0,2,101,101,9
Alex Highsmith,43507,ED,CHARLOTTE,13,2,1,136,91.4,9,26,308,90.2,19.5,60,6,10.9,16,357,322,51,0,90.3,4,12,114,91.6,25.4,29,14.0,8,131,120,24
William Kwenkeu,43510,LB,TEMPLE,3,0,0,306,59.1,0,0,1,20.0,0.0,0,0,0.0,0,5,1,0,0,,0,0,0,0.0,,0,,0,1,0,0
Kobe Jones,43511,ED,MISS STATE,13,0,0,227,66.4,3,13,217,96.7,9.7,21,1,5.5,4,239,231,20,0,64.7,3,5,63,97.1,17.5,11,7.9,1,70,68,9
Terry Thomas,43517,DI,GA STATE,13,2,0,175,57.3,1,10,295,100.0,4.1,12,1,2.5,2,304,304,13,0,56.9,0,4,72,100.0,6.9,5,4.2,1,75,75,5
Chris Crumb,43519,DI,BALL ST,12,0,0,117,66.9,2,8,273,99.3,6.2,17,3,2.2,1,287,285,11,0,64.9,0,4,90,97.9,7.8,7,3.3,1,96,94,5
Cedric Wood,43521,DI,FLORIDA ST,12,0,0,167,60.6,1,7,173,100.0,4.0,7,0,4.0,3,180,180,11,0,62.7,0,2,52,100.0,5.8,3,5.8,2,54,54,4
Cassh Maluia,43524,LB,WYOMING,13,1,0,351,69.2,5,12,70,16.4,15.7,11,0,13.6,1,476,78,18,0,75.7,2,4,35,18.5,22.9,8,11.4,1,195,36,7
Theo Majette,43526,DI,KENT STATE,12,0,0,201,75.5,8,26,324,100.0,12.7,41,1,6.8,5,347,347,39,0,64.2,3,12,107,100.0,11.2,12,7.9,1,114,114,16
Grayland Arnold,43528,S,BAYLOR,13,0,0,118,68.4,0,0,2,0.5,0.0,0,1,50.0,1,419,2,1,0,59.4,0,0,1,2.0,0.0,0,0.0,0,51,1,0
Jordan Young,43537,LB,DOMINION,12,1,0,263,60.3,0,7,25,8.1,4.0,1,0,18.0,1,332,27,8,0,56.1,0,6,19,17.2,0.0,0,21.1,1,122,21,7
Darrell Baker Jr.,43542,S,GA SOUTHRN,12,0,0,174,62.7,0,2,4,2.6,25.0,1,2,25.0,0,151,4,2,0,55.2,0,1,3,5.8,0.0,0,16.7,0,52,3,1
Marlon Character,43550,CB,LOUISVILLE,13,0,0,210,77.3,0,0,4,3.1,0.0,0,2,25.0,1,163,5,1,0,67.3,0,0,0,1.8,,0,,0,56,1,0
Chigozie Nnoruka,43552,DI,MIAMI FL,12,0,0,220,57.6,1,1,93,100.0,3.2,3,2,1.1,0,97,97,2,0,56.1,0,0,30,100.0,3.3,1,0.0,0,31,31,0
Caden Andersen,43554,DI,UTAH ST,13,0,0,329,54.6,0,5,97,100.0,2.1,2,0,2.6,0,104,104,5,0,52.9,0,1,27,100.0,0.0,0,1.9,0,30,30,1
Ben Stille,43555,ED,NEBRASKA,12,1,0,238,69.1,7,13,232,100.0,11.6,27,0,5.2,2,237,237,22,0,67.8,5,8,103,100.0,12.6,13,7.3,1,105,105,14
Andrew Tarver,43558,DI,FIU,13,0,0,166,62.1,0,5,153,100.0,5.9,9,1,2.3,1,166,166,6,0,63.9,0,4,51,100.0,11.8,6,3.9,0,58,58,4
Jerome Johnson,43560,DI,INDIANA,13,0,0,190,59.1,3,12,286,99.7,6.3,18,2,4.4,5,310,309,20,0,53.4,1,4,99,100.0,5.1,5,4.5,2,109,109,7
Eric Popp,43565,LB,OHIO,10,0,0,259,62.8,0,4,42,17.5,4.8,2,0,7.1,1,251,44,5,0,69.1,0,1,10,17.2,10.0,1,15.0,1,64,11,2
Lawrence Graham,43566,LB,TULANE,12,0,0,319,62.0,12,6,87,27.4,6.9,6,3,11.5,1,332,91,19,0,65.2,8,1,41,36.8,9.8,4,13.4,1,114,42,10
Ben LeRoy,43573,DI,N ILLINOIS,10,0,0,254,61.5,1,5,118,100.0,5.1,6,1,2.5,0,129,129,6,0,67.0,1,3,30,100.0,13.3,4,6.7,0,33,33,4
Michail Carter,43577,DI,GEORGIA,9,0,0,173,53.0,0,1,66,100.0,1.5,1,1,0.8,0,67,67,1,0,55.1,0,1,35,100.0,2.9,1,1.4,0,35,35,1
Sam Franklin Jr.,43580,LB,TEMPLE,13,1,0,306,68.9,2,12,46,9.0,15.2,7,6,17.4,1,523,47,15,0,69.1,0,4,19,10.7,26.3,5,10.5,0,177,19,4
Jeremiah Jones,43597,CB,TROY,4,0,0,318,60.3,0,0,10,33.3,0.0,0,0,10.0,1,30,10,1,0,57.1,0,0,2,18.2,0.0,0,0.0,0,11,2,0
